OG0001122	riftia	.	.	.	RPACG00000004247.1	NO HIT
OG0027298	riftia	.	.	.	RPACG00000029368.1	NO HIT
OG0027320	riftia	.	.	.	RPACG00000008305.1	NO HIT
OG0027322	riftia	.	.	.	RPACG00000014593.1	NATRIURETIC PEPTIDE RECEPTOR 3-RELATED	
OG0027325	riftia	.	.	.	RPACG00000003285.1	NO HIT
OG0027343	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005542^molecular_function^folic acid binding`GO:0022857^molecular_function^transmembrane transporter activity	GO:0016021^cellular_component^integral component of membrane`GO:0005542^molecular_function^folic acid binding`GO:0022857^molecular_function^transmembrane transporter activity	GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane	RPACG00000001302.1	ZGC:174356	K14613
OG0027356	riftia	.	.	.	RPACG00000012304.1	NO HIT
OG0027367	riftia	.	.	.	RPACG00000017314.1	NO HIT
OG0027396	riftia	.	.	.	RPACG00000030492.1	NO HIT
OG0027413	riftia	.	.	.	RPACG00000005565.1	NO HIT
OG0027422	riftia	.	.	.	RPACG00000020110.1	NO HIT
OG0027437	riftia	.	.	.	RPACG00000035273.1	NO HIT
OG0027462	riftia	.	.	.	RPACG00000023752.1	CFAP97 DOMAIN-CONTAINING 1	
OG0027498	riftia	.	.	.	RPACG00000008591.1	NOVEL IMMUNE-TYPE RECEPTOR 13-RELATED	
OG0027503	riftia	.	.	.	RPACG00000019091.1	SUBFAMILY NOT NAMED	
OG0027507	riftia	.	.	.	RPACG00000019151.1	NO HIT
OG0028139							
OG0028186	riftia	GO:0005509^molecular_function^calcium ion binding`GO:0019722^biological_process^calcium-mediated signaling	GO:0005509^molecular_function^calcium ion binding`GO:0019722^biological_process^calcium-mediated signaling	GO:0005509^molecular_function^calcium ion binding	RPACG00000022284.1	CALMODULIN	K02183
OG0028202	riftia	.	.	.	RPACG00000010489.1	A-TYPE INCLUSION PROTEIN PUTATIVE-RELATED	
OG0028246	riftia	GO:0005892^cellular_component^acetylcholine-gated channel complex`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0045211^cellular_component^postsynaptic membrane`GO:0045202^cellular_component^synapse`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0005262^molecular_function^calcium channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0007268^biological_process^chemical synaptic transmission`GO:0050910^biological_process^detection of mechanical stimulus involved in sensory perception of sound`GO:0042472^biological_process^inner ear morphogenesis`GO:0034220^biological_process^ion transmembrane transport`GO:0050877^biological_process^nervous system process`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0042391^biological_process^regulation of membrane potential`GO:0007165^biological_process^signal transduction	GO:0005892^cellular_component^acetylcholine-gated channel complex`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0045211^cellular_component^postsynaptic membrane`GO:0045202^cellular_component^synapse`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0005262^molecular_function^calcium channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0007268^biological_process^chemical synaptic transmission`GO:0050910^biological_process^detection of mechanical stimulus involved in sensory perception of sound`GO:0042472^biological_process^inner ear morphogenesis`GO:0034220^biological_process^ion transmembrane transport`GO:0050877^biological_process^nervous system process`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0042391^biological_process^regulation of membrane potential`GO:0007165^biological_process^signal transduction	GO:0005230^molecular_function^extracellular ligand-gated ion channel activity`GO:0006811^biological_process^ion transport`GO:0016021^cellular_component^integral component of membrane	RPACG00000020761.1	ACETYLCHOLINE RECEPTOR SUBUNIT BETA-LIKE 2	K05312
OG0028246	riftia	GO:0030424^cellular_component^axon`GO:0098981^cellular_component^cholinergic synapse`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099060^cellular_component^integral component of postsynaptic specialization membrane`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0043204^cellular_component^perikaryon`GO:0045202^cellular_component^synapse`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0005262^molecular_function^calcium channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0005102^molecular_function^signaling receptor binding`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0007268^biological_process^chemical synaptic transmission`GO:0050910^biological_process^detection of mechanical stimulus involved in sensory perception of sound`GO:0042472^biological_process^inner ear morphogenesis`GO:0034220^biological_process^ion transmembrane transport`GO:0070373^biological_process^negative regulation of ERK1 and ERK2 cascade`GO:0050877^biological_process^nervous system process`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0042127^biological_process^regulation of cell population proliferation`GO:0042391^biological_process^regulation of membrane potential`GO:0007165^biological_process^signal transduction`GO:0007271^biological_process^synaptic transmission cholinergic	GO:0030424^cellular_component^axon`GO:0098981^cellular_component^cholinergic synapse`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099060^cellular_component^integral component of postsynaptic specialization membrane`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0043204^cellular_component^perikaryon`GO:0045202^cellular_component^synapse`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0005262^molecular_function^calcium channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0005102^molecular_function^signaling receptor binding`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0007268^biological_process^chemical synaptic transmission`GO:0050910^biological_process^detection of mechanical stimulus involved in sensory perception of sound`GO:0042472^biological_process^inner ear morphogenesis`GO:0034220^biological_process^ion transmembrane transport`GO:0070373^biological_process^negative regulation of ERK1 and ERK2 cascade`GO:0050877^biological_process^nervous system process`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0042127^biological_process^regulation of cell population proliferation`GO:0042391^biological_process^regulation of membrane potential`GO:0007165^biological_process^signal transduction`GO:0007271^biological_process^synaptic transmission cholinergic	GO:0005230^molecular_function^extracellular ligand-gated ion channel activity`GO:0006811^biological_process^ion transport`GO:0016021^cellular_component^integral component of membrane	RPACG00000034094.1	ACETYLCHOLINE RECEPTOR SUBUNIT BETA-LIKE 2	K05312
OG0028273	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0016323^cellular_component^basolateral plasma membrane`GO:0034703^cellular_component^cation channel complex`GO:0005929^cellular_component^cilium`GO:0030659^cellular_component^cytoplasmic vesicle membrane`GO:0005856^cellular_component^cytoskeleton`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005887^cellular_component^integral component of plasma membrane`GO:0016328^cellular_component^lateral plasma membrane`GO:0016020^cellular_component^membrane`GO:0042383^cellular_component^sarcolemma`GO:0030017^cellular_component^sarcomere`GO:0033017^cellular_component^sarcoplasmic reticulum membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0005261^molecular_function^cation channel activity`GO:0051371^molecular_function^muscle alpha-actinin binding`GO:0015271^molecular_function^outward rectifier potassium channel activity`GO:0005267^molecular_function^potassium channel activity`GO:0005102^molecular_function^signaling receptor binding`GO:0005245^molecular_function^voltage-gated calcium channel activity`GO:0005248^molecular_function^voltage-gated sodium channel activity`GO:0003171^biological_process^atrioventricular valve development`GO:0070588^biological_process^calcium ion transmembrane transport`GO:0198738^biological_process^cell-cell signaling by wnt`GO:0071277^biological_process^cellular response to calcium ion`GO:0097704^biological_process^cellular response to oscillatory fluid shear stress`GO:0050982^biological_process^detection of mechanical stimulus`GO:0061371^biological_process^determination of heart left/right asymmetry`GO:0007368^biological_process^determination of left/right symmetry`GO:0009953^biological_process^dorsal/ventral pattern formation`GO:0003143^biological_process^embryonic heart tube morphogenesis`GO:0007507^biological_process^heart development`GO:0003146^biological_process^heart jogging`GO:0001947^biological_process^heart looping`GO:0098662^biological_process^inorganic cation transmembrane transport`GO:0001822^biological_process^kidney development`GO:0070121^biological_process^Kupffer's vesicle development`GO:0001946^biological_process^lymphangiogenesis`GO:0051284^biological_process^positive regulation of sequestering of calcium ion`GO:0071805^biological_process^potassium ion transmembrane transport`GO:0048793^biological_process^pronephros development`GO:0072114^biological_process^pronephros morphogenesis`GO:0051290^biological_process^protein heterotetramerization`GO:0051262^biological_process^protein tetramerization`GO:0065003^biological_process^protein-containing complex assembly`GO:0072019^biological_process^proximal convoluted tubule development`GO:0010882^biological_process^regulation of cardiac muscle contraction by calcium ion signaling`GO:0032965^biological_process^regulation of collagen biosynthetic process`GO:0034765^biological_process^regulation of ion transmembrane transport`GO:0051209^biological_process^release of sequestered calcium ion into cytosol`GO:0003173^biological_process^ventriculo bulbo valve development`GO:0016055^biological_process^Wnt signaling pathway	GO:0016324^cellular_component^apical plasma membrane`GO:0016323^cellular_component^basolateral plasma membrane`GO:0034703^cellular_component^cation channel complex`GO:0005929^cellular_component^cilium`GO:0030659^cellular_component^cytoplasmic vesicle membrane`GO:0005856^cellular_component^cytoskeleton`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005887^cellular_component^integral component of plasma membrane`GO:0016328^cellular_component^lateral plasma membrane`GO:0016020^cellular_component^membrane`GO:0042383^cellular_component^sarcolemma`GO:0030017^cellular_component^sarcomere`GO:0033017^cellular_component^sarcoplasmic reticulum membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0005261^molecular_function^cation channel activity`GO:0051371^molecular_function^muscle alpha-actinin binding`GO:0015271^molecular_function^outward rectifier potassium channel activity`GO:0005267^molecular_function^potassium channel activity`GO:0005102^molecular_function^signaling receptor binding`GO:0005245^molecular_function^voltage-gated calcium channel activity`GO:0005248^molecular_function^voltage-gated sodium channel activity`GO:0003171^biological_process^atrioventricular valve development`GO:0070588^biological_process^calcium ion transmembrane transport`GO:0198738^biological_process^cell-cell signaling by wnt`GO:0071277^biological_process^cellular response to calcium ion`GO:0097704^biological_process^cellular response to oscillatory fluid shear stress`GO:0050982^biological_process^detection of mechanical stimulus`GO:0061371^biological_process^determination of heart left/right asymmetry`GO:0007368^biological_process^determination of left/right symmetry`GO:0009953^biological_process^dorsal/ventral pattern formation`GO:0003143^biological_process^embryonic heart tube morphogenesis`GO:0007507^biological_process^heart development`GO:0003146^biological_process^heart jogging`GO:0001947^biological_process^heart looping`GO:0098662^biological_process^inorganic cation transmembrane transport`GO:0001822^biological_process^kidney development`GO:0070121^biological_process^Kupffer's vesicle development`GO:0001946^biological_process^lymphangiogenesis`GO:0051284^biological_process^positive regulation of sequestering of calcium ion`GO:0071805^biological_process^potassium ion transmembrane transport`GO:0048793^biological_process^pronephros development`GO:0072114^biological_process^pronephros morphogenesis`GO:0051290^biological_process^protein heterotetramerization`GO:0051262^biological_process^protein tetramerization`GO:0065003^biological_process^protein-containing complex assembly`GO:0072019^biological_process^proximal convoluted tubule development`GO:0010882^biological_process^regulation of cardiac muscle contraction by calcium ion signaling`GO:0032965^biological_process^regulation of collagen biosynthetic process`GO:0034765^biological_process^regulation of ion transmembrane transport`GO:0051209^biological_process^release of sequestered calcium ion into cytosol`GO:0003173^biological_process^ventriculo bulbo valve development`GO:0016055^biological_process^Wnt signaling pathway	GO:0005216^molecular_function^ion channel activity`GO:0006811^biological_process^ion transport`GO:0055085^biological_process^transmembrane transport`GO:0016020^cellular_component^membrane	RPACG00000003251.1	POLYCYSTIN FAMILY MEMBER	K04988
OG0028273	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0016323^cellular_component^basolateral plasma membrane`GO:0034703^cellular_component^cation channel complex`GO:0005929^cellular_component^cilium`GO:0030659^cellular_component^cytoplasmic vesicle membrane`GO:0005856^cellular_component^cytoskeleton`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005887^cellular_component^integral component of plasma membrane`GO:0016328^cellular_component^lateral plasma membrane`GO:0016020^cellular_component^membrane`GO:0042383^cellular_component^sarcolemma`GO:0030017^cellular_component^sarcomere`GO:0033017^cellular_component^sarcoplasmic reticulum membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0005261^molecular_function^cation channel activity`GO:0051371^molecular_function^muscle alpha-actinin binding`GO:0015271^molecular_function^outward rectifier potassium channel activity`GO:0005267^molecular_function^potassium channel activity`GO:0005102^molecular_function^signaling receptor binding`GO:0005245^molecular_function^voltage-gated calcium channel activity`GO:0005248^molecular_function^voltage-gated sodium channel activity`GO:0003171^biological_process^atrioventricular valve development`GO:0070588^biological_process^calcium ion transmembrane transport`GO:0198738^biological_process^cell-cell signaling by wnt`GO:0071277^biological_process^cellular response to calcium ion`GO:0097704^biological_process^cellular response to oscillatory fluid shear stress`GO:0050982^biological_process^detection of mechanical stimulus`GO:0061371^biological_process^determination of heart left/right asymmetry`GO:0007368^biological_process^determination of left/right symmetry`GO:0009953^biological_process^dorsal/ventral pattern formation`GO:0003143^biological_process^embryonic heart tube morphogenesis`GO:0007507^biological_process^heart development`GO:0003146^biological_process^heart jogging`GO:0001947^biological_process^heart looping`GO:0098662^biological_process^inorganic cation transmembrane transport`GO:0001822^biological_process^kidney development`GO:0070121^biological_process^Kupffer's vesicle development`GO:0001946^biological_process^lymphangiogenesis`GO:0051284^biological_process^positive regulation of sequestering of calcium ion`GO:0071805^biological_process^potassium ion transmembrane transport`GO:0048793^biological_process^pronephros development`GO:0072114^biological_process^pronephros morphogenesis`GO:0051290^biological_process^protein heterotetramerization`GO:0051262^biological_process^protein tetramerization`GO:0065003^biological_process^protein-containing complex assembly`GO:0072019^biological_process^proximal convoluted tubule development`GO:0010882^biological_process^regulation of cardiac muscle contraction by calcium ion signaling`GO:0032965^biological_process^regulation of collagen biosynthetic process`GO:0034765^biological_process^regulation of ion transmembrane transport`GO:0051209^biological_process^release of sequestered calcium ion into cytosol`GO:0003173^biological_process^ventriculo bulbo valve development`GO:0016055^biological_process^Wnt signaling pathway	GO:0016324^cellular_component^apical plasma membrane`GO:0016323^cellular_component^basolateral plasma membrane`GO:0034703^cellular_component^cation channel complex`GO:0005929^cellular_component^cilium`GO:0030659^cellular_component^cytoplasmic vesicle membrane`GO:0005856^cellular_component^cytoskeleton`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005887^cellular_component^integral component of plasma membrane`GO:0016328^cellular_component^lateral plasma membrane`GO:0016020^cellular_component^membrane`GO:0042383^cellular_component^sarcolemma`GO:0030017^cellular_component^sarcomere`GO:0033017^cellular_component^sarcoplasmic reticulum membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0005261^molecular_function^cation channel activity`GO:0051371^molecular_function^muscle alpha-actinin binding`GO:0015271^molecular_function^outward rectifier potassium channel activity`GO:0005267^molecular_function^potassium channel activity`GO:0005102^molecular_function^signaling receptor binding`GO:0005245^molecular_function^voltage-gated calcium channel activity`GO:0005248^molecular_function^voltage-gated sodium channel activity`GO:0003171^biological_process^atrioventricular valve development`GO:0070588^biological_process^calcium ion transmembrane transport`GO:0198738^biological_process^cell-cell signaling by wnt`GO:0071277^biological_process^cellular response to calcium ion`GO:0097704^biological_process^cellular response to oscillatory fluid shear stress`GO:0050982^biological_process^detection of mechanical stimulus`GO:0061371^biological_process^determination of heart left/right asymmetry`GO:0007368^biological_process^determination of left/right symmetry`GO:0009953^biological_process^dorsal/ventral pattern formation`GO:0003143^biological_process^embryonic heart tube morphogenesis`GO:0007507^biological_process^heart development`GO:0003146^biological_process^heart jogging`GO:0001947^biological_process^heart looping`GO:0098662^biological_process^inorganic cation transmembrane transport`GO:0001822^biological_process^kidney development`GO:0070121^biological_process^Kupffer's vesicle development`GO:0001946^biological_process^lymphangiogenesis`GO:0051284^biological_process^positive regulation of sequestering of calcium ion`GO:0071805^biological_process^potassium ion transmembrane transport`GO:0048793^biological_process^pronephros development`GO:0072114^biological_process^pronephros morphogenesis`GO:0051290^biological_process^protein heterotetramerization`GO:0051262^biological_process^protein tetramerization`GO:0065003^biological_process^protein-containing complex assembly`GO:0072019^biological_process^proximal convoluted tubule development`GO:0010882^biological_process^regulation of cardiac muscle contraction by calcium ion signaling`GO:0032965^biological_process^regulation of collagen biosynthetic process`GO:0034765^biological_process^regulation of ion transmembrane transport`GO:0051209^biological_process^release of sequestered calcium ion into cytosol`GO:0003173^biological_process^ventriculo bulbo valve development`GO:0016055^biological_process^Wnt signaling pathway	GO:0005216^molecular_function^ion channel activity`GO:0006811^biological_process^ion transport`GO:0055085^biological_process^transmembrane transport`GO:0016020^cellular_component^membrane	RPACG00000003253.1	POLYCYSTIN FAMILY MEMBER	K04988
OG0033558							
OG0033617	riftia	.	.	.	RPACG00000020611.1	COILED-COIL DOMAIN-CONTAINING PROTEIN 114	
OG0033623	riftia	.	.	.	RPACG00000026848.1	NO HIT
OG0033768	riftia	.	.	.	RPACG00000031813.1	RETROTRANSPOSON GAG-LIKE PROTEIN 9	K10955
OG0033772							
OG0033978							
OG0033989	riftia	.	.	.	RPACG00000015860.1	NO HIT
OG0034065	riftia	.	.	.	RPACG00000036196.1	NO HIT
OG0034088	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0098591^cellular_component^external side of apical plasma membrane`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0046581^cellular_component^intercellular canaliculus`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0008559^molecular_function^ATPase-coupled xenobiotic transmembrane transporter activity`GO:0099038^molecular_function^ceramide floppase activity`GO:0140328^molecular_function^floppase activity`GO:0090554^molecular_function^phosphatidylcholine floppase activity`GO:0090555^molecular_function^phosphatidylethanolamine flippase activity`GO:0007420^biological_process^brain development`GO:0071217^biological_process^cellular response to external biotic stimulus`GO:0071356^biological_process^cellular response to tumor necrosis factor`GO:0099040^biological_process^ceramide translocation`GO:0014045^biological_process^establishment of endothelial blood-brain barrier`GO:0007595^biological_process^lactation`GO:0045332^biological_process^phospholipid translocation`GO:0001890^biological_process^placenta development`GO:0097327^biological_process^response to antineoplastic agent`GO:0046685^biological_process^response to arsenic-containing substance`GO:0042493^biological_process^response to drug`GO:0033595^biological_process^response to genistein`GO:1903416^biological_process^response to glycoside`GO:0001666^biological_process^response to hypoxia`GO:0010212^biological_process^response to ionizing radiation`GO:0032496^biological_process^response to lipopolysaccharide`GO:0010046^biological_process^response to mycotoxin`GO:0014070^biological_process^response to organic cyclic compound`GO:0048545^biological_process^response to steroid hormone`GO:0033189^biological_process^response to vitamin A`GO:0061843^biological_process^Sertoli cell barrier remodeling	GO:0016324^cellular_component^apical plasma membrane`GO:0098591^cellular_component^external side of apical plasma membrane`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0046581^cellular_component^intercellular canaliculus`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0008559^molecular_function^ATPase-coupled xenobiotic transmembrane transporter activity`GO:0099038^molecular_function^ceramide floppase activity`GO:0140328^molecular_function^floppase activity`GO:0090554^molecular_function^phosphatidylcholine floppase activity`GO:0090555^molecular_function^phosphatidylethanolamine flippase activity`GO:0007420^biological_process^brain development`GO:0071217^biological_process^cellular response to external biotic stimulus`GO:0071356^biological_process^cellular response to tumor necrosis factor`GO:0099040^biological_process^ceramide translocation`GO:0014045^biological_process^establishment of endothelial blood-brain barrier`GO:0007595^biological_process^lactation`GO:0045332^biological_process^phospholipid translocation`GO:0001890^biological_process^placenta development`GO:0097327^biological_process^response to antineoplastic agent`GO:0046685^biological_process^response to arsenic-containing substance`GO:0042493^biological_process^response to drug`GO:0033595^biological_process^response to genistein`GO:1903416^biological_process^response to glycoside`GO:0001666^biological_process^response to hypoxia`GO:0010212^biological_process^response to ionizing radiation`GO:0032496^biological_process^response to lipopolysaccharide`GO:0010046^biological_process^response to mycotoxin`GO:0014070^biological_process^response to organic cyclic compound`GO:0048545^biological_process^response to steroid hormone`GO:0033189^biological_process^response to vitamin A`GO:0061843^biological_process^Sertoli cell barrier remodeling	GO:0005524^molecular_function^ATP binding`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane	RPACG00000008222.1	ATP-BINDING CASSETTE SUB-FAMILY B MEMBER 5	K05658
OG0034185							
OG0034245	riftia	GO:0034707^cellular_component^chloride channel complex`GO:1902711^cellular_component^GABA-A receptor complex`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0005886^cellular_component^plasma membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0045202^cellular_component^synapse`GO:0004890^molecular_function^GABA-A receptor activity`GO:0022851^molecular_function^GABA-gated chloride ion channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0007268^biological_process^chemical synaptic transmission`GO:1902476^biological_process^chloride transmembrane transport`GO:0034220^biological_process^ion transmembrane transport`GO:0050877^biological_process^nervous system process`GO:0042391^biological_process^regulation of membrane potential`GO:0007165^biological_process^signal transduction	GO:0034707^cellular_component^chloride channel complex`GO:1902711^cellular_component^GABA-A receptor complex`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0005886^cellular_component^plasma membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0045202^cellular_component^synapse`GO:0004890^molecular_function^GABA-A receptor activity`GO:0022851^molecular_function^GABA-gated chloride ion channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0007268^biological_process^chemical synaptic transmission`GO:1902476^biological_process^chloride transmembrane transport`GO:0034220^biological_process^ion transmembrane transport`GO:0050877^biological_process^nervous system process`GO:0042391^biological_process^regulation of membrane potential`GO:0007165^biological_process^signal transduction	.	RPACG00000012272.1	GAMMA-AMINOBUTYRIC ACID RECEPTOR SUBUNIT THETA	K05181
OG0034372	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus`GO:0098793^cellular_component^presynapse`GO:0060612^biological_process^adipose tissue development`GO:0032456^biological_process^endocytic recycling`GO:0016197^biological_process^endosomal transport`GO:0045444^biological_process^fat cell differentiation`GO:0006629^biological_process^lipid metabolic process`GO:0019915^biological_process^lipid storage`GO:0051647^biological_process^nucleus localization`GO:0006909^biological_process^phagocytosis`GO:0001558^biological_process^regulation of cell growth`GO:0007283^biological_process^spermatogenesis`GO:0048488^biological_process^synaptic vesicle endocytosis	GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus`GO:0098793^cellular_component^presynapse`GO:0060612^biological_process^adipose tissue development`GO:0032456^biological_process^endocytic recycling`GO:0016197^biological_process^endosomal transport`GO:0045444^biological_process^fat cell differentiation`GO:0006629^biological_process^lipid metabolic process`GO:0019915^biological_process^lipid storage`GO:0051647^biological_process^nucleus localization`GO:0006909^biological_process^phagocytosis`GO:0001558^biological_process^regulation of cell growth`GO:0007283^biological_process^spermatogenesis`GO:0048488^biological_process^synaptic vesicle endocytosis	.	RPACG00000033369.1	TRANSMEMBRANE PROTEIN KIAA1109	
OG0035607	riftia	.	.	.	RPACG00000010118.1	NO HIT
OG0035629	riftia	.	.	.	RPACG00000032433.1	TRANSFORMING GROWTH FACTOR ALPHA	
OG0035654							
OG0035822	riftia	.	.	.	RPACG00000000232.1	NO HIT
OG0035898	riftia	GO:0030424^cellular_component^axon`GO:0044297^cellular_component^cell body`GO:0030425^cellular_component^dendrite`GO:0016021^cellular_component^integral component of membrane`GO:0043005^cellular_component^neuron projection`GO:0043204^cellular_component^perikaryon`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0005525^molecular_function^GTP binding`GO:0004383^molecular_function^guanylate cyclase activity`GO:0046872^molecular_function^metal ion binding`GO:0001653^molecular_function^peptide receptor activity`GO:0004672^molecular_function^protein kinase activity`GO:0006182^biological_process^cGMP biosynthetic process`GO:0006935^biological_process^chemotaxis`GO:0035556^biological_process^intracellular signal transduction`GO:0042048^biological_process^olfactory behavior`GO:0007168^biological_process^receptor guanylyl cyclase signaling pathway`GO:0007606^biological_process^sensory perception of chemical stimulus`GO:0050893^biological_process^sensory processing`GO:0007165^biological_process^signal transduction	GO:0030424^cellular_component^axon`GO:0044297^cellular_component^cell body`GO:0030425^cellular_component^dendrite`GO:0016021^cellular_component^integral component of membrane`GO:0043005^cellular_component^neuron projection`GO:0043204^cellular_component^perikaryon`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0005525^molecular_function^GTP binding`GO:0004383^molecular_function^guanylate cyclase activity`GO:0046872^molecular_function^metal ion binding`GO:0001653^molecular_function^peptide receptor activity`GO:0004672^molecular_function^protein kinase activity`GO:0006182^biological_process^cGMP biosynthetic process`GO:0006935^biological_process^chemotaxis`GO:0035556^biological_process^intracellular signal transduction`GO:0042048^biological_process^olfactory behavior`GO:0007168^biological_process^receptor guanylyl cyclase signaling pathway`GO:0007606^biological_process^sensory perception of chemical stimulus`GO:0050893^biological_process^sensory processing`GO:0007165^biological_process^signal transduction	GO:0004672^molecular_function^protein kinase activity`GO:0005524^molecular_function^ATP binding`GO:0006468^biological_process^protein phosphorylation	RPACG00000023782.1	GUANYLATE CYCLASE	K12323
OG0035917	riftia	.	.	.	RPACG00000012632.1	NO HIT
OG0035921	riftia	.	.	.	RPACG00000034308.1	ACETYLCHOLINE RECEPTOR SUBUNIT GAMMA	
OG0045785							
OG0045836							
OG0045903							
OG0045941							
OG0045958							
OG0046113							
OG0046244							
OG0046256							
OG0046447							
OG0046799							
OG0046811							
OG0050039							
OG0050325							
OG0050423	riftia	GO:0038038^cellular_component^G protein-coupled receptor homodimeric complex`GO:0016021^cellular_component^integral component of membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0045121^cellular_component^membrane raft`GO:0005886^cellular_component^plasma membrane`GO:0015485^molecular_function^cholesterol binding`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0016595^molecular_function^glutamate binding`GO:0008066^molecular_function^glutamate receptor activity`GO:0001641^molecular_function^group II metabotropic glutamate receptor activity`GO:0007216^biological_process^G protein-coupled glutamate receptor signaling pathway`GO:0007612^biological_process^learning`GO:0007616^biological_process^long-term memory`GO:0008049^biological_process^male courtship behavior`GO:0007528^biological_process^neuromuscular junction development`GO:0051966^biological_process^regulation of synaptic transmission glutamatergic`GO:0007614^biological_process^short-term memory`GO:0072553^biological_process^terminal button organization	GO:0038038^cellular_component^G protein-coupled receptor homodimeric complex`GO:0016021^cellular_component^integral component of membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0045121^cellular_component^membrane raft`GO:0005886^cellular_component^plasma membrane`GO:0015485^molecular_function^cholesterol binding`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0016595^molecular_function^glutamate binding`GO:0008066^molecular_function^glutamate receptor activity`GO:0001641^molecular_function^group II metabotropic glutamate receptor activity`GO:0007216^biological_process^G protein-coupled glutamate receptor signaling pathway`GO:0007612^biological_process^learning`GO:0007616^biological_process^long-term memory`GO:0008049^biological_process^male courtship behavior`GO:0007528^biological_process^neuromuscular junction development`GO:0051966^biological_process^regulation of synaptic transmission glutamatergic`GO:0007614^biological_process^short-term memory`GO:0072553^biological_process^terminal button organization	.	RPACG00000019128.1	METABOTROPIC GLUTAMATE RECEPTOR	K04606
OG0050523							
OG0050562	riftia	.	.	.	RPACG00000004760.1	NO HIT
