OG0006611	riftia	.	.	.	RPACG00000033696.1	NO HIT
OG0035720	riftia	GO:0009986^cellular_component^cell surface`GO:0005737^cellular_component^cytoplasm`GO:0005576^cellular_component^extracellular region`GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:1990075^cellular_component^periciliary membrane compartment`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0032391^cellular_component^photoreceptor connecting cilium`GO:0001917^cellular_component^photoreceptor inner segment`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0002141^cellular_component^stereocilia ankle link`GO:0002142^cellular_component^stereocilia ankle link complex`GO:0032420^cellular_component^stereocilium`GO:0060171^cellular_component^stereocilium membrane`GO:0045202^cellular_component^synapse`GO:1990696^cellular_component^USH2 complex`GO:0010855^molecular_function^adenylate cyclase inhibitor activity`GO:0005509^molecular_function^calcium ion binding`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0001965^molecular_function^G-protein alpha-subunit binding`GO:0016787^molecular_function^hydrolase activity`GO:0017022^molecular_function^myosin binding`GO:0007166^biological_process^cell surface receptor signaling pathway`GO:0098609^biological_process^cell-cell adhesion`GO:0071277^biological_process^cellular response to calcium ion`GO:0050910^biological_process^detection of mechanical stimulus involved in sensory perception of sound`GO:0045184^biological_process^establishment of protein localization`GO:0048839^biological_process^inner ear development`GO:0060122^biological_process^inner ear receptor cell stereocilium organization`GO:0048496^biological_process^maintenance of animal organ identity`GO:0007194^biological_process^negative regulation of adenylate cyclase activity`GO:0007399^biological_process^nervous system development`GO:0050877^biological_process^nervous system process`GO:0045494^biological_process^photoreceptor cell maintenance`GO:0030501^biological_process^positive regulation of bone mineralization`GO:0010739^biological_process^positive regulation of protein kinase A signaling`GO:0090037^biological_process^positive regulation of protein kinase C signaling`GO:0031647^biological_process^regulation of protein stability`GO:0097264^biological_process^self proteolysis`GO:0050953^biological_process^sensory perception of light stimulus`GO:0007605^biological_process^sensory perception of sound`GO:0007601^biological_process^visual perception	GO:0009986^cellular_component^cell surface`GO:0005737^cellular_component^cytoplasm`GO:0005576^cellular_component^extracellular region`GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:1990075^cellular_component^periciliary membrane compartment`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0032391^cellular_component^photoreceptor connecting cilium`GO:0001917^cellular_component^photoreceptor inner segment`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0002141^cellular_component^stereocilia ankle link`GO:0002142^cellular_component^stereocilia ankle link complex`GO:0032420^cellular_component^stereocilium`GO:0060171^cellular_component^stereocilium membrane`GO:0045202^cellular_component^synapse`GO:1990696^cellular_component^USH2 complex`GO:0010855^molecular_function^adenylate cyclase inhibitor activity`GO:0005509^molecular_function^calcium ion binding`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0001965^molecular_function^G-protein alpha-subunit binding`GO:0016787^molecular_function^hydrolase activity`GO:0017022^molecular_function^myosin binding`GO:0007166^biological_process^cell surface receptor signaling pathway`GO:0098609^biological_process^cell-cell adhesion`GO:0071277^biological_process^cellular response to calcium ion`GO:0050910^biological_process^detection of mechanical stimulus involved in sensory perception of sound`GO:0045184^biological_process^establishment of protein localization`GO:0048839^biological_process^inner ear development`GO:0060122^biological_process^inner ear receptor cell stereocilium organization`GO:0048496^biological_process^maintenance of animal organ identity`GO:0007194^biological_process^negative regulation of adenylate cyclase activity`GO:0007399^biological_process^nervous system development`GO:0050877^biological_process^nervous system process`GO:0045494^biological_process^photoreceptor cell maintenance`GO:0030501^biological_process^positive regulation of bone mineralization`GO:0010739^biological_process^positive regulation of protein kinase A signaling`GO:0090037^biological_process^positive regulation of protein kinase C signaling`GO:0031647^biological_process^regulation of protein stability`GO:0097264^biological_process^self proteolysis`GO:0050953^biological_process^sensory perception of light stimulus`GO:0007605^biological_process^sensory perception of sound`GO:0007601^biological_process^visual perception	GO:0007154^biological_process^cell communication`GO:0016021^cellular_component^integral component of membrane	RPACG00000031459.1	ADHESION G-PROTEIN COUPLED RECEPTOR V1	K18263
OG0035722							
OG0035732	riftia	.	.	.	RPACG00000035793.1	NO HIT
OG0035733	riftia	.	.	.	RPACG00000018852.1	LEUCINE RICH REPEAT FAMILY PROTEIN	
OG0035735							
OG0035737	riftia	GO:0005737^cellular_component^cytoplasm`GO:0098978^cellular_component^glutamatergic synapse`GO:0098686^cellular_component^hippocampal mossy fiber to CA3 synapse`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099061^cellular_component^integral component of postsynaptic density membrane`GO:0045121^cellular_component^membrane raft`GO:0005886^cellular_component^plasma membrane`GO:0004016^molecular_function^adenylate cyclase activity`GO:0005524^molecular_function^ATP binding`GO:0008294^molecular_function^calcium- and calmodulin-responsive adenylate cyclase activity`GO:0005516^molecular_function^calmodulin binding`GO:0046872^molecular_function^metal ion binding`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0007409^biological_process^axonogenesis`GO:0006171^biological_process^cAMP biosynthetic process`GO:0019933^biological_process^cAMP-mediated signaling`GO:0071277^biological_process^cellular response to calcium ion`GO:1904322^biological_process^cellular response to forskolin`GO:0007616^biological_process^long-term memory`GO:0150076^biological_process^neuroinflammatory response`GO:0032793^biological_process^positive regulation of CREB transcription factor activity`GO:1900273^biological_process^positive regulation of long-term synaptic potentiation`GO:0042752^biological_process^regulation of circadian rhythm`GO:2000300^biological_process^regulation of synaptic vesicle exocytosis`GO:0048511^biological_process^rhythmic process	GO:0005737^cellular_component^cytoplasm`GO:0098978^cellular_component^glutamatergic synapse`GO:0098686^cellular_component^hippocampal mossy fiber to CA3 synapse`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099061^cellular_component^integral component of postsynaptic density membrane`GO:0045121^cellular_component^membrane raft`GO:0005886^cellular_component^plasma membrane`GO:0004016^molecular_function^adenylate cyclase activity`GO:0005524^molecular_function^ATP binding`GO:0008294^molecular_function^calcium- and calmodulin-responsive adenylate cyclase activity`GO:0005516^molecular_function^calmodulin binding`GO:0046872^molecular_function^metal ion binding`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0007409^biological_process^axonogenesis`GO:0006171^biological_process^cAMP biosynthetic process`GO:0019933^biological_process^cAMP-mediated signaling`GO:0071277^biological_process^cellular response to calcium ion`GO:1904322^biological_process^cellular response to forskolin`GO:0007616^biological_process^long-term memory`GO:0150076^biological_process^neuroinflammatory response`GO:0032793^biological_process^positive regulation of CREB transcription factor activity`GO:1900273^biological_process^positive regulation of long-term synaptic potentiation`GO:0042752^biological_process^regulation of circadian rhythm`GO:2000300^biological_process^regulation of synaptic vesicle exocytosis`GO:0048511^biological_process^rhythmic process	GO:0016849^molecular_function^phosphorus-oxygen lyase activity`GO:0009190^biological_process^cyclic nucleotide biosynthetic process`GO:0035556^biological_process^intracellular signal transduction	RPACG00000013943.1	ADENYLATE CYCLASE TYPE 1	K08048
OG0035742	riftia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0071953^cellular_component^elastic fiber`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0001527^cellular_component^microfibril`GO:0003823^molecular_function^antigen binding`GO:0097367^molecular_function^carbohydrate derivative binding`GO:0005102^molecular_function^signaling receptor binding`GO:0007155^biological_process^cell adhesion`GO:0071493^biological_process^cellular response to UV-B`GO:0001867^biological_process^complement activation lectin pathway`GO:0048251^biological_process^elastic fiber assembly`GO:0010712^biological_process^regulation of collagen metabolic process`GO:0097435^biological_process^supramolecular fiber organization`GO:0009650^biological_process^UV protection	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0071953^cellular_component^elastic fiber`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0001527^cellular_component^microfibril`GO:0003823^molecular_function^antigen binding`GO:0097367^molecular_function^carbohydrate derivative binding`GO:0005102^molecular_function^signaling receptor binding`GO:0007155^biological_process^cell adhesion`GO:0071493^biological_process^cellular response to UV-B`GO:0001867^biological_process^complement activation lectin pathway`GO:0048251^biological_process^elastic fiber assembly`GO:0010712^biological_process^regulation of collagen metabolic process`GO:0097435^biological_process^supramolecular fiber organization`GO:0009650^biological_process^UV protection	.	RPACG00000022212.1	PROTEIN LIN-12	K06252
OG0035748	riftia	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000977^molecular_function^RNA polymerase II transcription regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000977^molecular_function^RNA polymerase II transcription regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0003676^molecular_function^nucleic acid binding	RPACG00000019482.1	ZINC FINGER AND BTB DOMAIN-CONTAINING PROTEIN 41	K09228
OG0035766							
OG0035771	riftia	.	.	.	RPACG00000018373.1	NO HIT
OG0035790	riftia	.	.	.	RPACG00000034585.1	CD226 ANTIGEN	
OG0035792							
OG0035794	riftia	.	.	.	RPACG00000004652.1	OS07G0681100 PROTEIN	
OG0035800	riftia	.	.	.	RPACG00000006126.1	NO HIT
OG0035801	riftia	GO:0032044^cellular_component^DSIF complex`GO:0005654^cellular_component^nucleoplasm`GO:0003682^molecular_function^chromatin binding`GO:0003677^molecular_function^DNA binding`GO:0003729^molecular_function^mRNA binding`GO:0003723^molecular_function^RNA binding`GO:0006342^biological_process^chromatin silencing`GO:0006306^biological_process^DNA methylation`GO:0016458^biological_process^gene silencing`GO:0080188^biological_process^gene silencing by RNA-directed DNA methylation`GO:0030422^biological_process^production of siRNA involved in RNA interference`GO:0032784^biological_process^regulation of DNA-templated transcription elongation`GO:0006357^biological_process^regulation of transcription by RNA polymerase II`GO:0006368^biological_process^transcription elongation from RNA polymerase II promoter	GO:0032044^cellular_component^DSIF complex`GO:0005654^cellular_component^nucleoplasm`GO:0003682^molecular_function^chromatin binding`GO:0003677^molecular_function^DNA binding`GO:0003729^molecular_function^mRNA binding`GO:0003723^molecular_function^RNA binding`GO:0006342^biological_process^chromatin silencing`GO:0006306^biological_process^DNA methylation`GO:0016458^biological_process^gene silencing`GO:0080188^biological_process^gene silencing by RNA-directed DNA methylation`GO:0030422^biological_process^production of siRNA involved in RNA interference`GO:0032784^biological_process^regulation of DNA-templated transcription elongation`GO:0006357^biological_process^regulation of transcription by RNA polymerase II`GO:0006368^biological_process^transcription elongation from RNA polymerase II promoter	.	RPACG00000025985.1	ANTIGEN 332 DBL-LIKE PROTEIN-RELATED	
OG0035802							
OG0035804	riftia	.	.	.	RPACG00000030004.1	NO HIT
OG0035805							
OG0035813							
OG0035814							
OG0035816							
OG0035821	riftia	.	.	.	RPACG00000018526.1	NO HIT
OG0035823	riftia	GO:0005576^cellular_component^extracellular region`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0090729^molecular_function^toxin activity	GO:0005576^cellular_component^extracellular region`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0090729^molecular_function^toxin activity	GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity	RPACG00000000421.1	IP20435P	K23087
OG0035824	riftia	.	.	.	RPACG00000019130.1	PROTEIN CBG12054	
OG0035826	riftia	.	.	.	RPACG00000034447.1	NO HIT
OG0035827	riftia	.	.	.	RPACG00000034444.1	NO HIT
OG0035833	riftia	.	.	.	RPACG00000030157.1	NO HIT
OG0035835							
OG0035839	riftia	.	.	.	RPACG00000031709.1	GEO13458P1	
OG0035844	riftia	.	.	.	RPACG00000019744.1	NO HIT
OG0035845							
OG0035846	riftia	.	.	.	RPACG00000016501.1	OS08G0108300 PROTEIN	
OG0035847	riftia	.	.	.	RPACG00000022750.1	PROBETACELLULIN	
OG0035850	riftia	.	.	.	RPACG00000029034.1	VESICULAR OVEREXPRESSED IN CANCER PROSURVIVAL PROTEIN 1	
OG0035853	riftia	.	.	.	RPACG00000016252.1	NO HIT
OG0035856							
OG0036341	riftia	.	.	.	RPACG00000027130.1	NO HIT
OG0036342	riftia	.	.	.	RPACG00000027129.1	NO HIT
OG0036342	riftia	.	.	.	RPACG00000027131.1	NO HIT
OG0036352	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0048531^molecular_function^beta-1 3-galactosyltransferase activity`GO:0016263^molecular_function^glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity`GO:0046872^molecular_function^metal ion binding`GO:0021551^biological_process^central nervous system morphogenesis`GO:0009247^biological_process^glycolipid biosynthetic process`GO:0055001^biological_process^muscle cell development`GO:1902037^biological_process^negative regulation of hematopoietic stem cell differentiation`GO:0007528^biological_process^neuromuscular junction development`GO:0016267^biological_process^O-glycan processing core 1`GO:0006486^biological_process^protein glycosylation`GO:0051489^biological_process^regulation of filopodium assembly	GO:0016021^cellular_component^integral component of membrane`GO:0048531^molecular_function^beta-1 3-galactosyltransferase activity`GO:0016263^molecular_function^glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity`GO:0046872^molecular_function^metal ion binding`GO:0021551^biological_process^central nervous system morphogenesis`GO:0009247^biological_process^glycolipid biosynthetic process`GO:0055001^biological_process^muscle cell development`GO:1902037^biological_process^negative regulation of hematopoietic stem cell differentiation`GO:0007528^biological_process^neuromuscular junction development`GO:0016267^biological_process^O-glycan processing core 1`GO:0006486^biological_process^protein glycosylation`GO:0051489^biological_process^regulation of filopodium assembly	GO:0016757^molecular_function^transferase activity transferring glycosyl groups`GO:0016020^cellular_component^membrane`GO:0008378^molecular_function^galactosyltransferase activity`GO:0006486^biological_process^protein glycosylation	RPACG00000009644.1	GLYCOPROTEIN-N-ACETYLGALACTOSAMINE 3-BETA-GALACTOSYLTRANSFERASE 1-B	K00731
OG0036352	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0016263^molecular_function^glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity`GO:0046872^molecular_function^metal ion binding`GO:0016267^biological_process^O-glycan processing core 1	GO:0016021^cellular_component^integral component of membrane`GO:0016263^molecular_function^glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity`GO:0046872^molecular_function^metal ion binding`GO:0016267^biological_process^O-glycan processing core 1	.	RPACG00000009645.1	GLYCOPROTEIN-N-ACETYLGALACTOSAMINE 3-BETA-GALACTOSYLTRANSFERASE 1-B	
OG0036359	riftia	GO:0005737^cellular_component^cytoplasm`GO:0004842^molecular_function^ubiquitin-protein transferase activity`GO:0008270^molecular_function^zinc ion binding`GO:0007219^biological_process^Notch signaling pathway`GO:0016567^biological_process^protein ubiquitination	GO:0005737^cellular_component^cytoplasm`GO:0004842^molecular_function^ubiquitin-protein transferase activity`GO:0008270^molecular_function^zinc ion binding`GO:0007219^biological_process^Notch signaling pathway`GO:0016567^biological_process^protein ubiquitination	.	RPACG00000002025.1	E3 UBIQUITIN-PROTEIN LIGASE MIB1	K10645
OG0036359	riftia	GO:0045179^cellular_component^apical cortex`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0061630^molecular_function^ubiquitin protein ligase activity`GO:0004842^molecular_function^ubiquitin-protein transferase activity`GO:0008270^molecular_function^zinc ion binding`GO:0006897^biological_process^endocytosis`GO:0046331^biological_process^lateral inhibition`GO:0007219^biological_process^Notch signaling pathway`GO:0045807^biological_process^positive regulation of endocytosis`GO:0045747^biological_process^positive regulation of Notch signaling pathway`GO:0008104^biological_process^protein localization`GO:0000209^biological_process^protein polyubiquitination`GO:0016567^biological_process^protein ubiquitination`GO:0008593^biological_process^regulation of Notch signaling pathway`GO:0007423^biological_process^sensory organ development	GO:0045179^cellular_component^apical cortex`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0061630^molecular_function^ubiquitin protein ligase activity`GO:0004842^molecular_function^ubiquitin-protein transferase activity`GO:0008270^molecular_function^zinc ion binding`GO:0006897^biological_process^endocytosis`GO:0046331^biological_process^lateral inhibition`GO:0007219^biological_process^Notch signaling pathway`GO:0045807^biological_process^positive regulation of endocytosis`GO:0045747^biological_process^positive regulation of Notch signaling pathway`GO:0008104^biological_process^protein localization`GO:0000209^biological_process^protein polyubiquitination`GO:0016567^biological_process^protein ubiquitination`GO:0008593^biological_process^regulation of Notch signaling pathway`GO:0007423^biological_process^sensory organ development	.	RPACG00000017632.1	E3 UBIQUITIN-PROTEIN LIGASE MIB1	K10645
OG0036379	riftia	GO:0009706^cellular_component^chloroplast inner membrane`GO:0016021^cellular_component^integral component of membrane`GO:0015031^biological_process^protein transport	GO:0009706^cellular_component^chloroplast inner membrane`GO:0016021^cellular_component^integral component of membrane`GO:0015031^biological_process^protein transport	.	RPACG00000026416.1	THO2 PROTEIN	
OG0036388	riftia	.	.	.	RPACG00000025233.1	CELL WALL INTEGRITY AND STRESS RESPONSE COMPONENT 2-RELATED	
OG0036390	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005759^cellular_component^mitochondrial matrix`GO:0005739^cellular_component^mitochondrion`GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0004518^molecular_function^nuclease activity`GO:0035641^biological_process^locomotory exploration behavior	GO:0005737^cellular_component^cytoplasm`GO:0005759^cellular_component^mitochondrial matrix`GO:0005739^cellular_component^mitochondrion`GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0004518^molecular_function^nuclease activity`GO:0035641^biological_process^locomotory exploration behavior	.	RPACG00000010366.1	METAL DEPENDENT HYDROLASE - RELATED	
OG0036390	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005759^cellular_component^mitochondrial matrix`GO:0005739^cellular_component^mitochondrion`GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0004518^molecular_function^nuclease activity`GO:0035641^biological_process^locomotory exploration behavior	GO:0005737^cellular_component^cytoplasm`GO:0005759^cellular_component^mitochondrial matrix`GO:0005739^cellular_component^mitochondrion`GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0004518^molecular_function^nuclease activity`GO:0035641^biological_process^locomotory exploration behavior	.	RPACG00000030591.1	METAL DEPENDENT HYDROLASE - RELATED	
OG0036397	riftia	GO:0005576^cellular_component^extracellular region`GO:0005796^cellular_component^Golgi lumen`GO:0005886^cellular_component^plasma membrane`GO:0016266^biological_process^O-glycan processing`GO:0002223^biological_process^stimulatory C-type lectin receptor signaling pathway	GO:0005576^cellular_component^extracellular region`GO:0005796^cellular_component^Golgi lumen`GO:0005886^cellular_component^plasma membrane`GO:0016266^biological_process^O-glycan processing`GO:0002223^biological_process^stimulatory C-type lectin receptor signaling pathway	.	RPACG00000026190.1	NO HIT
OG0036404	riftia	.	.	.	RPACG00000028554.1	TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II	
OG0036404	riftia	.	.	.	RPACG00000028556.1	CELL WALL INTEGRITY AND STRESS RESPONSE COMPONENT 2-RELATED	
OG0036414	riftia	GO:0005615^cellular_component^extracellular space`GO:0005539^molecular_function^glycosaminoglycan binding	GO:0005615^cellular_component^extracellular space`GO:0005539^molecular_function^glycosaminoglycan binding	.	RPACG00000002814.1	PEPTIDASE INHIBITOR R3HDML	K20412
OG0036428	riftia	GO:0005783^cellular_component^endoplasmic reticulum`GO:0008417^molecular_function^fucosyltransferase activity`GO:0005112^molecular_function^Notch binding`GO:0046922^molecular_function^peptide-O-fucosyltransferase activity`GO:0045165^biological_process^cell fate commitment`GO:0006004^biological_process^fucose metabolic process`GO:0007219^biological_process^Notch signaling pathway`GO:0016266^biological_process^O-glycan processing`GO:0045807^biological_process^positive regulation of endocytosis`GO:0045747^biological_process^positive regulation of Notch signaling pathway`GO:0006493^biological_process^protein O-linked glycosylation	GO:0005783^cellular_component^endoplasmic reticulum`GO:0008417^molecular_function^fucosyltransferase activity`GO:0005112^molecular_function^Notch binding`GO:0046922^molecular_function^peptide-O-fucosyltransferase activity`GO:0045165^biological_process^cell fate commitment`GO:0006004^biological_process^fucose metabolic process`GO:0007219^biological_process^Notch signaling pathway`GO:0016266^biological_process^O-glycan processing`GO:0045807^biological_process^positive regulation of endocytosis`GO:0045747^biological_process^positive regulation of Notch signaling pathway`GO:0006493^biological_process^protein O-linked glycosylation	.	RPACG00000007419.1	GDP-FUCOSE PROTEIN O-FUCOSYLTRANSFERASE 1	K03691
OG0036434	riftia	.	.	.	RPACG00000006204.1	SUBFAMILY NOT NAMED	
OG0036434	riftia	.	.	.	RPACG00000006206.1	SUBFAMILY NOT NAMED	
OG0036436	riftia	.	.	.	RPACG00000016466.1	NO HIT
OG0049627							
OG0049646							
OG0049657							
OG0049692							
OG0049767							
OG0049784							
OG0049785							
OG0049842							
OG0049845							
OG0049891							
OG0049904							
OG0049906							
OG0049942							
OG0049945							
OG0049946							
OG0049959							
OG0049960							
OG0049970							
OG0049996							
OG0050011							
OG0050013							
OG0050046							
OG0050059							
OG0050093							
OG0050121							
OG0050145							
OG0050152							
OG0050170							
OG0050193							
OG0050196							
OG0050202							
OG0050205							
OG0050210							
OG0050212							
OG0050221							
OG0050222							
OG0050230							
OG0050266							
OG0050280							
OG0050310							
OG0050312							
OG0050328							
OG0050331							
OG0051484	riftia	.	.	.	RPACG00000026778.1	NO HIT
OG0051486	riftia	.	.	.	RPACG00000026769.1	NO HIT
OG0051515	riftia	.	.	GO:0007160^biological_process^cell-matrix adhesion	RPACG00000034660.1	MUCIN-4	
OG0051518	riftia	.	.	.	RPACG00000002056.1	NO HIT
OG0051521	riftia	GO:0005737^cellular_component^cytoplasm`GO:0016831^molecular_function^carboxy-lyase activity`GO:0004398^molecular_function^histidine decarboxylase activity`GO:0030170^molecular_function^pyridoxal phosphate binding`GO:0042423^biological_process^catecholamine biosynthetic process`GO:0001694^biological_process^histamine biosynthetic process`GO:0006548^biological_process^histidine catabolic process`GO:0043052^biological_process^thermotaxis	GO:0005737^cellular_component^cytoplasm`GO:0016831^molecular_function^carboxy-lyase activity`GO:0004398^molecular_function^histidine decarboxylase activity`GO:0030170^molecular_function^pyridoxal phosphate binding`GO:0042423^biological_process^catecholamine biosynthetic process`GO:0001694^biological_process^histamine biosynthetic process`GO:0006548^biological_process^histidine catabolic process`GO:0043052^biological_process^thermotaxis	.	RPACG00000034307.1	HISTIDINE DECARBOXYLASE	K01590
OG0051536	riftia	.	.	.	RPACG00000025444.1	NO HIT
OG0051574	riftia	.	.	.	RPACG00000011994.1	NO HIT
OG0051576	riftia	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	.	RPACG00000019407.1	OLFACTORY RECEPTOR	
OG0051601	riftia	.	.	.	RPACG00000025240.1	NO HIT
OG0051602	riftia	.	.	.	RPACG00000005671.1	NO HIT
OG0051616	riftia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	RPACG00000005993.1	SUBFAMILY NOT NAMED	
OG0051618	riftia	.	.	.	RPACG00000014966.1	NO HIT
OG0051621	riftia	GO:0009986^cellular_component^cell surface`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0098978^cellular_component^glutamatergic synapse`GO:0045121^cellular_component^membrane raft`GO:0072534^cellular_component^perineuronal net`GO:0098685^cellular_component^Schaffer collateral - CA1 synapse`GO:0005102^molecular_function^signaling receptor binding`GO:0008306^biological_process^associative learning`GO:0007411^biological_process^axon guidance`GO:0007155^biological_process^cell adhesion`GO:0030198^biological_process^extracellular matrix organization`GO:0035641^biological_process^locomotory exploration behavior`GO:0060291^biological_process^long-term synaptic potentiation`GO:0048692^biological_process^negative regulation of axon extension involved in regeneration`GO:0022408^biological_process^negative regulation of cell-cell adhesion`GO:0050805^biological_process^negative regulation of synaptic transmission`GO:0050885^biological_process^neuromuscular process controlling balance`GO:0007158^biological_process^neuron cell-cell adhesion`GO:0051968^biological_process^positive regulation of synaptic transmission glutamatergic`GO:0051971^biological_process^positive regulation of transmission of nerve impulse`GO:0050808^biological_process^synapse organization`GO:0022029^biological_process^telencephalon cell migration	GO:0009986^cellular_component^cell surface`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0098978^cellular_component^glutamatergic synapse`GO:0045121^cellular_component^membrane raft`GO:0072534^cellular_component^perineuronal net`GO:0098685^cellular_component^Schaffer collateral - CA1 synapse`GO:0005102^molecular_function^signaling receptor binding`GO:0008306^biological_process^associative learning`GO:0007411^biological_process^axon guidance`GO:0007155^biological_process^cell adhesion`GO:0030198^biological_process^extracellular matrix organization`GO:0035641^biological_process^locomotory exploration behavior`GO:0060291^biological_process^long-term synaptic potentiation`GO:0048692^biological_process^negative regulation of axon extension involved in regeneration`GO:0022408^biological_process^negative regulation of cell-cell adhesion`GO:0050805^biological_process^negative regulation of synaptic transmission`GO:0050885^biological_process^neuromuscular process controlling balance`GO:0007158^biological_process^neuron cell-cell adhesion`GO:0051968^biological_process^positive regulation of synaptic transmission glutamatergic`GO:0051971^biological_process^positive regulation of transmission of nerve impulse`GO:0050808^biological_process^synapse organization`GO:0022029^biological_process^telencephalon cell migration	.	RPACG00000008265.1	FIBRINOGEN/TENASCIN/ANGIOPOEITIN	K10104
OG0051639	riftia	.	.	.	RPACG00000036742.1	NO HIT
OG0051641	riftia	.	.	.	RPACG00000021328.1	PARAOXONASE	
OG0051654	riftia	.	.	.	RPACG00000015186.1	KINESIN-LIKE PROTEIN	
