Orthogroup	Species	GO_term1	GO_term2	GO_term3	gene_ID	Panther_annotation	KEGG_number
OG0052034	riftia	.	.	.	RPACG00000014384.1	SUBFAMILY NOT NAMED	
OG0052035	riftia	.	.	.	RPACG00000014531.1	ACTIVATED IN BLOCKED UNFOLDED PROTEIN RESPONSE	
OG0052035	riftia	.	.	.	RPACG00000014532.1	ACTIVATED IN BLOCKED UNFOLDED PROTEIN RESPONSE	
OG0052036	riftia	.	.	.	RPACG00000014766.1	FAMILY NOT NAMED	
OG0052036	riftia	.	.	.	RPACG00000014767.1	NO HIT
OG0052037	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0016327^cellular_component^apicolateral plasma membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005739^cellular_component^mitochondrion`GO:0005886^cellular_component^plasma membrane`GO:0045296^molecular_function^cadherin binding`GO:0005509^molecular_function^calcium ion binding`GO:0016339^biological_process^calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules`GO:0098609^biological_process^cell-cell adhesion`GO:0044331^biological_process^cell-cell adhesion mediated by cadherin`GO:0045317^biological_process^equator specification`GO:0048105^biological_process^establishment of body hair planar orientation`GO:0001737^biological_process^establishment of imaginal disc-derived wing hair orientation`GO:0042067^biological_process^establishment of ommatidial planar polarity`GO:0001736^biological_process^establishment of planar polarity`GO:0007164^biological_process^establishment of tissue polarity`GO:0016336^biological_process^establishment or maintenance of polarity of larval imaginal disc epithelium`GO:0007157^biological_process^heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0007446^biological_process^imaginal disc growth`GO:0007447^biological_process^imaginal disc pattern formation`GO:0007476^biological_process^imaginal disc-derived wing morphogenesis`GO:0090176^biological_process^microtubule cytoskeleton organization involved in establishment of planar polarity`GO:0008285^biological_process^negative regulation of cell population proliferation`GO:0010629^biological_process^negative regulation of gene expression`GO:0045926^biological_process^negative regulation of growth`GO:0045571^biological_process^negative regulation of imaginal disc growth`GO:0046621^biological_process^negative regulation of organ growth`GO:0043065^biological_process^positive regulation of apoptotic process`GO:0035332^biological_process^positive regulation of hippo signaling`GO:0090251^biological_process^protein localization involved in establishment of planar polarity`GO:0035209^biological_process^pupal development`GO:0090175^biological_process^regulation of establishment of planar polarity`GO:0040008^biological_process^regulation of growth`GO:0045570^biological_process^regulation of imaginal disc growth`GO:0032880^biological_process^regulation of protein localization`GO:0035159^biological_process^regulation of tube length open tracheal system`GO:0009888^biological_process^tissue development`GO:0035220^biological_process^wing disc development`GO:0060071^biological_process^Wnt signaling pathway planar cell polarity pathway	GO:0016324^cellular_component^apical plasma membrane`GO:0016327^cellular_component^apicolateral plasma membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005739^cellular_component^mitochondrion`GO:0005886^cellular_component^plasma membrane`GO:0045296^molecular_function^cadherin binding`GO:0005509^molecular_function^calcium ion binding`GO:0016339^biological_process^calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules`GO:0098609^biological_process^cell-cell adhesion`GO:0044331^biological_process^cell-cell adhesion mediated by cadherin`GO:0045317^biological_process^equator specification`GO:0048105^biological_process^establishment of body hair planar orientation`GO:0001737^biological_process^establishment of imaginal disc-derived wing hair orientation`GO:0042067^biological_process^establishment of ommatidial planar polarity`GO:0001736^biological_process^establishment of planar polarity`GO:0007164^biological_process^establishment of tissue polarity`GO:0016336^biological_process^establishment or maintenance of polarity of larval imaginal disc epithelium`GO:0007157^biological_process^heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0007446^biological_process^imaginal disc growth`GO:0007447^biological_process^imaginal disc pattern formation`GO:0007476^biological_process^imaginal disc-derived wing morphogenesis`GO:0090176^biological_process^microtubule cytoskeleton organization involved in establishment of planar polarity`GO:0008285^biological_process^negative regulation of cell population proliferation`GO:0010629^biological_process^negative regulation of gene expression`GO:0045926^biological_process^negative regulation of growth`GO:0045571^biological_process^negative regulation of imaginal disc growth`GO:0046621^biological_process^negative regulation of organ growth`GO:0043065^biological_process^positive regulation of apoptotic process`GO:0035332^biological_process^positive regulation of hippo signaling`GO:0090251^biological_process^protein localization involved in establishment of planar polarity`GO:0035209^biological_process^pupal development`GO:0090175^biological_process^regulation of establishment of planar polarity`GO:0040008^biological_process^regulation of growth`GO:0045570^biological_process^regulation of imaginal disc growth`GO:0032880^biological_process^regulation of protein localization`GO:0035159^biological_process^regulation of tube length open tracheal system`GO:0009888^biological_process^tissue development`GO:0035220^biological_process^wing disc development`GO:0060071^biological_process^Wnt signaling pathway planar cell polarity pathway	.	RPACG00000014824.1	PROTEIN JAGGED-1	K05096
OG0052037	riftia	GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0042806^molecular_function^fucose binding`GO:0010185^biological_process^regulation of cellular defense response`GO:0001868^biological_process^regulation of complement activation lectin pathway`GO:0045088^biological_process^regulation of innate immune response	GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0042806^molecular_function^fucose binding`GO:0010185^biological_process^regulation of cellular defense response`GO:0001868^biological_process^regulation of complement activation lectin pathway`GO:0045088^biological_process^regulation of innate immune response	.	RPACG00000014825.1	TENASCIN-X	
OG0052038	riftia	.	.	.	RPACG00000014865.1	PERIAXIN-LIKE	
OG0052038	riftia	.	.	.	RPACG00000014866.1	PERIAXIN-LIKE	
OG0052039	riftia	.	.	.	RPACG00000015066.1	CHYMOTRYPSINOGEN B	
OG0052039	riftia	.	.	.	RPACG00000015067.1	NO HIT
OG0052040	riftia	.	.	.	RPACG00000015219.1	NO HIT
OG0052040	riftia	.	.	.	RPACG00000015230.1	MUCIN-3A-RELATED	
OG0052041	riftia	.	.	.	RPACG00000015228.1	MYELIN P0 RELATED	
OG0052041	riftia	.	.	.	RPACG00000015240.1	MYELIN P0 RELATED	
OG0052042	riftia	.	.	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	RPACG00000015245.1	DYNEIN REGULATORY COMPLEX SUBUNIT 5	
OG0052042	riftia	.	.	GO:0005515^molecular_function^protein binding	RPACG00000035196.1	RAN GTPASE-ACTIVATING PROTEIN 1	
OG0052043	riftia	.	.	.	RPACG00000015466.1	NO HIT
OG0052043	riftia	.	.	.	RPACG00000015469.1	NO HIT
OG0052044	riftia	.	.	.	RPACG00000015533.1	OS10G0105400 PROTEIN	
OG0052044	riftia	.	.	.	RPACG00000019623.1	OS10G0105400 PROTEIN	
OG0052045	riftia	.	.	.	RPACG00000015546.1	NO HIT
OG0052045	riftia	.	.	.	RPACG00000015547.1	F-BOX/KELCH-REPEAT PROTEIN OR23	
OG0052046	riftia	.	.	.	RPACG00000015557.1	SUBFAMILY NOT NAMED	
OG0052046	riftia	.	.	.	RPACG00000015562.1	SUBFAMILY NOT NAMED	
OG0052047	riftia	GO:0005737^cellular_component^cytoplasm`GO:0031965^cellular_component^nuclear membrane`GO:0036126^cellular_component^sperm flagellum`GO:0030031^biological_process^cell projection assembly`GO:0030317^biological_process^flagellated sperm motility`GO:2000059^biological_process^negative regulation of ubiquitin-dependent protein catabolic process	GO:0005737^cellular_component^cytoplasm`GO:0031965^cellular_component^nuclear membrane`GO:0036126^cellular_component^sperm flagellum`GO:0030031^biological_process^cell projection assembly`GO:0030317^biological_process^flagellated sperm motility`GO:2000059^biological_process^negative regulation of ubiquitin-dependent protein catabolic process	.	RPACG00000015713.1	TESTIS-EXPRESSED BASIC PROTEIN 1	
OG0052047	riftia	GO:0005737^cellular_component^cytoplasm`GO:0031965^cellular_component^nuclear membrane`GO:0036126^cellular_component^sperm flagellum`GO:0030031^biological_process^cell projection assembly`GO:0030317^biological_process^flagellated sperm motility`GO:2000059^biological_process^negative regulation of ubiquitin-dependent protein catabolic process	GO:0005737^cellular_component^cytoplasm`GO:0031965^cellular_component^nuclear membrane`GO:0036126^cellular_component^sperm flagellum`GO:0030031^biological_process^cell projection assembly`GO:0030317^biological_process^flagellated sperm motility`GO:2000059^biological_process^negative regulation of ubiquitin-dependent protein catabolic process	.	RPACG00000015715.1	TESTIS-EXPRESSED BASIC PROTEIN 1	
OG0052048	riftia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0070062^cellular_component^extracellular exosome`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0098633^molecular_function^collagen fibril binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0008201^molecular_function^heparin binding`GO:0005178^molecular_function^integrin binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0007155^biological_process^cell adhesion`GO:0030199^biological_process^collagen fibril organization`GO:0032963^biological_process^collagen metabolic process`GO:0048251^biological_process^elastic fiber assembly	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0070062^cellular_component^extracellular exosome`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0098633^molecular_function^collagen fibril binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0008201^molecular_function^heparin binding`GO:0005178^molecular_function^integrin binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0007155^biological_process^cell adhesion`GO:0030199^biological_process^collagen fibril organization`GO:0032963^biological_process^collagen metabolic process`GO:0048251^biological_process^elastic fiber assembly	.	RPACG00000015753.1	FAMILY NOT NAMED	
OG0052048	riftia	.	.	.	RPACG00000017283.1	FAMILY NOT NAMED	
OG0052049	riftia	.	.	.	RPACG00000015950.1	NO HIT
OG0052049	riftia	.	.	.	RPACG00000015951.1	NO HIT
OG0052050	riftia	.	.	.	RPACG00000016047.1	NO HIT
OG0052050	riftia	.	.	.	RPACG00000016048.1	SUBFAMILY NOT NAMED	
OG0052051	riftia	GO:0005634^cellular_component^nucleus`GO:0001228^molecular_function^DNA-binding transcription activator activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0005634^cellular_component^nucleus`GO:0001228^molecular_function^DNA-binding transcription activator activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0003676^molecular_function^nucleic acid binding	RPACG00000016201.1	ZINC FINGER PROTEIN 467	K09228
OG0052051	riftia	GO:0005634^cellular_component^nucleus`GO:0001228^molecular_function^DNA-binding transcription activator activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0005634^cellular_component^nucleus`GO:0001228^molecular_function^DNA-binding transcription activator activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0003676^molecular_function^nucleic acid binding	RPACG00000018460.1	SI:CH73-221F6.4-RELATED	K09228
OG0052052	riftia	GO:0005576^cellular_component^extracellular region`GO:0007218^biological_process^neuropeptide signaling pathway	GO:0005576^cellular_component^extracellular region`GO:0007218^biological_process^neuropeptide signaling pathway	.	RPACG00000016237.1	NO HIT
OG0052052	riftia	GO:0005576^cellular_component^extracellular region`GO:0007218^biological_process^neuropeptide signaling pathway	GO:0005576^cellular_component^extracellular region`GO:0007218^biological_process^neuropeptide signaling pathway	.	RPACG00000035827.1	NO HIT
OG0052053	riftia	.	.	.	RPACG00000016260.1	NO HIT
OG0052053	riftia	.	.	.	RPACG00000016261.1	NO HIT
OG0052054	riftia	.	.	.	RPACG00000016398.1	SUBFAMILY NOT NAMED	
OG0052054	riftia	.	.	.	RPACG00000016399.1	SUBFAMILY NOT NAMED	
OG0052055	riftia	.	.	.	RPACG00000016522.1	NO HIT
OG0052055	riftia	.	.	.	RPACG00000016523.1	PROTEIN NIM1-INTERACTING 1	
OG0052056	riftia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0005524^molecular_function^ATP binding`GO:0005518^molecular_function^collagen binding`GO:0004713^molecular_function^protein tyrosine kinase activity`GO:0038062^molecular_function^protein tyrosine kinase collagen receptor activity`GO:0004714^molecular_function^transmembrane receptor protein tyrosine kinase activity`GO:0007275^biological_process^multicellular organism development`GO:0046716^biological_process^muscle cell cellular homeostasis`GO:0072499^biological_process^photoreceptor cell axon guidance`GO:0033674^biological_process^positive regulation of kinase activity`GO:0006468^biological_process^protein phosphorylation`GO:0042052^biological_process^rhabdomere development`GO:0007165^biological_process^signal transduction`GO:0007169^biological_process^transmembrane receptor protein tyrosine kinase signaling pathway	GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0005524^molecular_function^ATP binding`GO:0005518^molecular_function^collagen binding`GO:0004713^molecular_function^protein tyrosine kinase activity`GO:0038062^molecular_function^protein tyrosine kinase collagen receptor activity`GO:0004714^molecular_function^transmembrane receptor protein tyrosine kinase activity`GO:0007275^biological_process^multicellular organism development`GO:0046716^biological_process^muscle cell cellular homeostasis`GO:0072499^biological_process^photoreceptor cell axon guidance`GO:0033674^biological_process^positive regulation of kinase activity`GO:0006468^biological_process^protein phosphorylation`GO:0042052^biological_process^rhabdomere development`GO:0007165^biological_process^signal transduction`GO:0007169^biological_process^transmembrane receptor protein tyrosine kinase signaling pathway	.	RPACG00000016534.1	SUBFAMILY NOT NAMED	K05129
OG0052056	riftia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0005524^molecular_function^ATP binding`GO:0005518^molecular_function^collagen binding`GO:0004713^molecular_function^protein tyrosine kinase activity`GO:0038062^molecular_function^protein tyrosine kinase collagen receptor activity`GO:0004714^molecular_function^transmembrane receptor protein tyrosine kinase activity`GO:0007275^biological_process^multicellular organism development`GO:0046716^biological_process^muscle cell cellular homeostasis`GO:0072499^biological_process^photoreceptor cell axon guidance`GO:0033674^biological_process^positive regulation of kinase activity`GO:0006468^biological_process^protein phosphorylation`GO:0042052^biological_process^rhabdomere development`GO:0007165^biological_process^signal transduction`GO:0007169^biological_process^transmembrane receptor protein tyrosine kinase signaling pathway	GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0005524^molecular_function^ATP binding`GO:0005518^molecular_function^collagen binding`GO:0004713^molecular_function^protein tyrosine kinase activity`GO:0038062^molecular_function^protein tyrosine kinase collagen receptor activity`GO:0004714^molecular_function^transmembrane receptor protein tyrosine kinase activity`GO:0007275^biological_process^multicellular organism development`GO:0046716^biological_process^muscle cell cellular homeostasis`GO:0072499^biological_process^photoreceptor cell axon guidance`GO:0033674^biological_process^positive regulation of kinase activity`GO:0006468^biological_process^protein phosphorylation`GO:0042052^biological_process^rhabdomere development`GO:0007165^biological_process^signal transduction`GO:0007169^biological_process^transmembrane receptor protein tyrosine kinase signaling pathway	.	RPACG00000016536.1	SUBFAMILY NOT NAMED	K05129
OG0052057	riftia	.	.	.	RPACG00000016684.1	NO HIT
OG0052057	riftia	.	.	.	RPACG00000016689.1	NO HIT
OG0052058	riftia	.	.	.	RPACG00000016685.1	NO HIT
OG0052058	riftia	.	.	.	RPACG00000016688.1	NO HIT
OG0052059	riftia	.	.	.	RPACG00000016686.1	NO HIT
OG0052059	riftia	.	.	.	RPACG00000025220.1	NO HIT
OG0052060	riftia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	RPACG00000016823.1	SUBFAMILY NOT NAMED	
OG0052060	riftia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	RPACG00000034166.1	FAMILY NOT NAMED	
OG0052061	riftia	.	.	.	RPACG00000016889.1	ENOLASE 1	
OG0052061	riftia	.	.	.	RPACG00000016890.1	HISTONE-LIKE PROTEIN	
OG0052062	riftia	.	.	.	RPACG00000016934.1	NO HIT
OG0052062	riftia	.	.	.	RPACG00000016938.1	NO HIT
OG0052063	riftia	.	.	.	RPACG00000016955.1	NO HIT
OG0052063	riftia	.	.	.	RPACG00000016956.1	SUBFAMILY NOT NAMED	
OG0052064	riftia	.	.	.	RPACG00000016968.1	NO HIT
OG0052064	riftia	.	.	.	RPACG00000016969.1	NO HIT
OG0052065	riftia	.	.	.	RPACG00000016973.1	NO HIT
OG0052065	riftia	.	.	.	RPACG00000016975.1	NO HIT
OG0052066	riftia	.	.	.	RPACG00000016983.1	NO HIT
OG0052066	riftia	.	.	.	RPACG00000016984.1	NO HIT
OG0052067	riftia	.	.	.	RPACG00000017079.1	NO HIT
OG0052067	riftia	.	.	.	RPACG00000017085.1	NO HIT
OG0052068	riftia	.	.	.	RPACG00000017149.1	NO HIT
OG0052068	riftia	.	.	.	RPACG00000017191.1	NO HIT
OG0052069	riftia	.	.	.	RPACG00000017168.1	NO HIT
OG0052069	riftia	.	.	.	RPACG00000017182.1	NO HIT
OG0052070	riftia	.	.	.	RPACG00000017212.1	SUBFAMILY NOT NAMED	
OG0052070	riftia	.	.	.	RPACG00000017214.1	SUBFAMILY NOT NAMED	
OG0052071	riftia	.	.	.	RPACG00000017371.1	SUBFAMILY NOT NAMED	
OG0052071	riftia	.	.	.	RPACG00000017377.1	SUBFAMILY NOT NAMED	
OG0052072	riftia	.	.	.	RPACG00000017374.1	SUBFAMILY NOT NAMED	
OG0052072	riftia	.	.	.	RPACG00000017380.1	SUBFAMILY NOT NAMED	
OG0052073	riftia	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0001227^molecular_function^DNA-binding transcription repressor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000977^molecular_function^RNA polymerase II transcription regulatory region sequence-specific DNA binding`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0001227^molecular_function^DNA-binding transcription repressor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000977^molecular_function^RNA polymerase II transcription regulatory region sequence-specific DNA binding`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	.	RPACG00000017550.1	FAMILY NOT NAMED	
OG0052073	riftia	GO:0005634^cellular_component^nucleus`GO:0001228^molecular_function^DNA-binding transcription activator activity RNA polymerase II-specific`GO:0001227^molecular_function^DNA-binding transcription repressor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	GO:0005634^cellular_component^nucleus`GO:0001228^molecular_function^DNA-binding transcription activator activity RNA polymerase II-specific`GO:0001227^molecular_function^DNA-binding transcription repressor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0006357^biological_process^regulation of transcription by RNA polymerase II	.	RPACG00000017551.1	FAMILY NOT NAMED	
OG0052074	riftia	.	.	.	RPACG00000017801.1	NO HIT
OG0052074	riftia	.	.	.	RPACG00000017805.1	SUBFAMILY NOT NAMED	
OG0052075	riftia	.	.	.	RPACG00000017836.1	NO HIT
OG0052075	riftia	.	.	.	RPACG00000017837.1	NO HIT
OG0052076	riftia	.	.	.	RPACG00000017955.1	NO HIT
OG0052076	riftia	.	.	.	RPACG00000018858.1	NO HIT
OG0052077	riftia	.	.	.	RPACG00000017967.1	SUBFAMILY NOT NAMED	
OG0052077	riftia	.	.	.	RPACG00000017969.1	SUBFAMILY NOT NAMED	
OG0052078	riftia	.	.	.	RPACG00000018041.1	SUBFAMILY NOT NAMED	
OG0052078	riftia	.	.	.	RPACG00000018049.1	SUBFAMILY NOT NAMED	
OG0052079	riftia	.	.	.	RPACG00000018293.1	SUBFAMILY NOT NAMED	
OG0052079	riftia	.	.	.	RPACG00000018294.1	FAMILY NOT NAMED	K01769
OG0052080	riftia	.	.	.	RPACG00000018391.1	NO HIT
OG0052080	riftia	.	.	.	RPACG00000018393.1	FIBROIN HEAVY CHAIN FIB-H LIKE PROTEIN	K03006
OG0052081	riftia	.	.	.	RPACG00000018395.1	NO HIT
OG0052081	riftia	.	.	.	RPACG00000018396.1	NO HIT
OG0052082	riftia	GO:0005905^cellular_component^clathrin-coated pit`GO:0030136^cellular_component^clathrin-coated vesicle`GO:0005576^cellular_component^extracellular region`GO:0005794^cellular_component^Golgi apparatus`GO:0005886^cellular_component^plasma membrane`GO:0005545^molecular_function^1-phosphatidylinositol binding`GO:0032050^molecular_function^clathrin heavy chain binding`GO:0005546^molecular_function^phosphatidylinositol-4 5-bisphosphate binding`GO:0000149^molecular_function^SNARE binding`GO:0048268^biological_process^clathrin coat assembly`GO:0072583^biological_process^clathrin-dependent endocytosis`GO:0006897^biological_process^endocytosis`GO:0006900^biological_process^vesicle budding from membrane	GO:0005905^cellular_component^clathrin-coated pit`GO:0030136^cellular_component^clathrin-coated vesicle`GO:0005576^cellular_component^extracellular region`GO:0005794^cellular_component^Golgi apparatus`GO:0005886^cellular_component^plasma membrane`GO:0005545^molecular_function^1-phosphatidylinositol binding`GO:0032050^molecular_function^clathrin heavy chain binding`GO:0005546^molecular_function^phosphatidylinositol-4 5-bisphosphate binding`GO:0000149^molecular_function^SNARE binding`GO:0048268^biological_process^clathrin coat assembly`GO:0072583^biological_process^clathrin-dependent endocytosis`GO:0006897^biological_process^endocytosis`GO:0006900^biological_process^vesicle budding from membrane	.	RPACG00000018402.1	ANKYRIN REPEAT AND SOCS BOX CONTAINING 13	
OG0052082	riftia	.	.	.	RPACG00000018403.1	SECRETED PROTEIN-RELATED	
OG0052083	riftia	GO:0032154^cellular_component^cleavage furrow`GO:0005737^cellular_component^cytoplasm`GO:0005856^cellular_component^cytoskeleton`GO:0030027^cellular_component^lamellipodium`GO:0003779^molecular_function^actin binding`GO:0005524^molecular_function^ATP binding`GO:0005516^molecular_function^calmodulin binding`GO:0046872^molecular_function^metal ion binding`GO:0004687^molecular_function^myosin light chain kinase activity	GO:0032154^cellular_component^cleavage furrow`GO:0005737^cellular_component^cytoplasm`GO:0005856^cellular_component^cytoskeleton`GO:0030027^cellular_component^lamellipodium`GO:0003779^molecular_function^actin binding`GO:0005524^molecular_function^ATP binding`GO:0005516^molecular_function^calmodulin binding`GO:0046872^molecular_function^metal ion binding`GO:0004687^molecular_function^myosin light chain kinase activity	.	RPACG00000018434.1	ZINC TRANSPORTER ZIP11	
OG0052083	riftia	GO:0032154^cellular_component^cleavage furrow`GO:0005737^cellular_component^cytoplasm`GO:0005856^cellular_component^cytoskeleton`GO:0030027^cellular_component^lamellipodium`GO:0003779^molecular_function^actin binding`GO:0005524^molecular_function^ATP binding`GO:0005516^molecular_function^calmodulin binding`GO:0046872^molecular_function^metal ion binding`GO:0004687^molecular_function^myosin light chain kinase activity	GO:0032154^cellular_component^cleavage furrow`GO:0005737^cellular_component^cytoplasm`GO:0005856^cellular_component^cytoskeleton`GO:0030027^cellular_component^lamellipodium`GO:0003779^molecular_function^actin binding`GO:0005524^molecular_function^ATP binding`GO:0005516^molecular_function^calmodulin binding`GO:0046872^molecular_function^metal ion binding`GO:0004687^molecular_function^myosin light chain kinase activity	.	RPACG00000032572.1	ZINC TRANSPORTER ZIP11	
OG0052084	riftia	.	.	.	RPACG00000018558.1	SUBFAMILY NOT NAMED	
OG0052084	riftia	GO:0031012^cellular_component^extracellular matrix`GO:0005198^molecular_function^structural molecule activity`GO:0031154^biological_process^culmination involved in sorocarp development`GO:0030198^biological_process^extracellular matrix organization`GO:1902168^biological_process^response to catechin	GO:0031012^cellular_component^extracellular matrix`GO:0005198^molecular_function^structural molecule activity`GO:0031154^biological_process^culmination involved in sorocarp development`GO:0030198^biological_process^extracellular matrix organization`GO:1902168^biological_process^response to catechin	.	RPACG00000018559.1	SUBFAMILY NOT NAMED	
OG0052085	riftia	.	.	.	RPACG00000018582.1	SUBFAMILY NOT NAMED	
OG0052085	riftia	.	.	.	RPACG00000018583.1	SUBFAMILY NOT NAMED	
OG0052086	riftia	.	.	.	RPACG00000018624.1	BASIC LEUCINE ZIPPER 23-LIKE	
OG0052086	riftia	.	.	.	RPACG00000018625.1	BASIC LEUCINE ZIPPER 23-LIKE	
OG0052087	riftia	.	.	.	RPACG00000018628.1	RAS-RELATED PROTEIN RABA5C	
OG0052087	riftia	.	.	.	RPACG00000036573.1	NO HIT
OG0052088	riftia	.	.	.	RPACG00000018652.1	BNAC09G40750D PROTEIN	
OG0052088	riftia	.	.	.	RPACG00000020469.1	NO HIT
OG0052089	riftia	.	.	.	RPACG00000018737.1	BNAC05G50380D PROTEIN	
OG0052089	riftia	.	.	.	RPACG00000018744.1	TRANSMEMBRANE PROTEIN 145	
OG0052090	riftia	GO:0005634^cellular_component^nucleus`GO:0004483^molecular_function^mRNA (nucleoside-2'-O-)-methyltransferase activity`GO:0003676^molecular_function^nucleic acid binding`GO:0006370^biological_process^7-methylguanosine mRNA capping`GO:0097309^biological_process^cap1 mRNA methylation`GO:0080009^biological_process^mRNA methylation	GO:0005634^cellular_component^nucleus`GO:0004483^molecular_function^mRNA (nucleoside-2'-O-)-methyltransferase activity`GO:0003676^molecular_function^nucleic acid binding`GO:0006370^biological_process^7-methylguanosine mRNA capping`GO:0097309^biological_process^cap1 mRNA methylation`GO:0080009^biological_process^mRNA methylation	GO:0003676^molecular_function^nucleic acid binding	RPACG00000018738.1	CAP-SPECIFIC MRNA (NUCLEOSIDE-2'-O-)-METHYLTRANSFERASE 1	K14589
OG0052090	riftia	GO:0005634^cellular_component^nucleus`GO:0004483^molecular_function^mRNA (nucleoside-2'-O-)-methyltransferase activity`GO:0003676^molecular_function^nucleic acid binding`GO:0006370^biological_process^7-methylguanosine mRNA capping`GO:0097309^biological_process^cap1 mRNA methylation`GO:0080009^biological_process^mRNA methylation	GO:0005634^cellular_component^nucleus`GO:0004483^molecular_function^mRNA (nucleoside-2'-O-)-methyltransferase activity`GO:0003676^molecular_function^nucleic acid binding`GO:0006370^biological_process^7-methylguanosine mRNA capping`GO:0097309^biological_process^cap1 mRNA methylation`GO:0080009^biological_process^mRNA methylation	GO:0003676^molecular_function^nucleic acid binding	RPACG00000018747.1	CAP-SPECIFIC MRNA (NUCLEOSIDE-2'-O-)-METHYLTRANSFERASE 1	K14589
