



CapteT149515
CapteT149543
CapteT149569
CapteT149571
CapteT149583
CapteT149599
CapteT1495	K09660
CapteT187482	K00670	
CapteT187483
CapteT187484
CapteT187485
CapteT187486
CapteT187487
CapteT187489
CapteT206463	K20123	
CapteT21356	
CapteT213562
CapteT213563
CapteT213564
CapteT213568
CapteT213569
CapteT213695
CapteT213697
CapteT213699
CapteT21369	K21798
K01596
K01783
K04233	
K06944
K07762
K08838	
K10434
K11128
K14389
K17286
K17352
K19765	
OG0000121							
OG0000121							
OG0000121	capitella			\tCapteT101426	K07190	
OG0046619							
OG0046619							
OG0046619							
OG0046619							
OG0046619	lamellibrachia	.	.	.	FUN_001781-T1	NO HIT
OG0046619	riftia	.	.	.	RPACG00000024660.1	NO HIT
OG0046623							
OG0046623							
OG0046623							
OG0046623							
OG0046623	lamellibrachia	.	.	.	FUN_001883-T1	SUBFAMILY NOT NAMED	K16491
OG0046623	riftia	.	.	.	RPACG00000015033.1	NO HIT
OG0046627							
OG0046627							
OG0046627							
OG0046627							
OG0046627	lamellibrachia	.	.	.	FUN_001997-T1	NO HIT
OG0046627	riftia	.	.	.	RPACG00000014561.1	NO HIT
OG0046628							
OG0046628							
OG0046628							
OG0046628							
OG0046628	lamellibrachia	GO:0005509^molecular_function^calcium ion binding`GO:0019722^biological_process^calcium-mediated signaling	GO:0005509^molecular_function^calcium ion binding`GO:0019722^biological_process^calcium-mediated signaling	.	FUN_002036-T1	FI08416P-RELATED	K02183
OG0046628	riftia	GO:0005509^molecular_function^calcium ion binding`GO:0019722^biological_process^calcium-mediated signaling	GO:0005509^molecular_function^calcium ion binding`GO:0019722^biological_process^calcium-mediated signaling	.	RPACG00000014375.1	FI08416P-RELATED	K02183
OG0046632							
OG0046632							
OG0046632							
OG0046632							
OG0046632	lamellibrachia	.	.	.	FUN_002652-T1	NO HIT
OG0046632	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane	.	RPACG00000033868.1	SUBFAMILY NOT NAMED	
OG0046633							
OG0046633							
OG0046633							
OG0046633							
OG0046633	lamellibrachia	.	.	.	FUN_002668-T1	GLYCINE/PROLINE-RICH PROTEIN	
OG0046633	riftia	.	.	.	RPACG00000017226.1	NO HIT
OG0046636							
OG0046636							
OG0046636							
OG0046636							
OG0046636	lamellibrachia	.	.	.	FUN_002781-T1	NO HIT
OG0046636	riftia	.	.	.	RPACG00000008079.1	SUBFAMILY NOT NAMED	
OG0046639							
OG0046639							
OG0046639							
OG0046639							
OG0046639	lamellibrachia	.	.	.	FUN_003078-T1	SERINE/THREONINE-PROTEIN KINASE D1	
OG0046639	riftia	.	.	.	RPACG00000005395.1	SERINE/THREONINE-PROTEIN KINASE D3	
OG0046641							
OG0046641							
OG0046641							
OG0046641							
OG0046641	lamellibrachia	GO:0005892^cellular_component^acetylcholine-gated channel complex`GO:0030425^cellular_component^dendrite`GO:0098691^cellular_component^dopaminergic synapse`GO:0009897^cellular_component^external side of plasma membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099056^cellular_component^integral component of presynaptic membrane`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0045202^cellular_component^synapse`GO:0042166^molecular_function^acetylcholine binding`GO:0015464^molecular_function^acetylcholine receptor activity`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0015276^molecular_function^ligand-gated ion channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0095500^biological_process^acetylcholine receptor signaling pathway`GO:0001508^biological_process^action potential`GO:0042113^biological_process^B cell activation`GO:0035095^biological_process^behavioral response to nicotine`GO:0006816^biological_process^calcium ion transport`GO:0007268^biological_process^chemical synaptic transmission`GO:0050890^biological_process^cognition`GO:0006281^biological_process^DNA repair`GO:0035640^biological_process^exploration behavior`GO:0060080^biological_process^inhibitory postsynaptic potential`GO:0034220^biological_process^ion transmembrane transport`GO:0006811^biological_process^ion transport`GO:0007626^biological_process^locomotory behavior`GO:0051899^biological_process^membrane depolarization`GO:0050877^biological_process^nervous system process`GO:0014059^biological_process^regulation of dopamine secretion`GO:0042391^biological_process^regulation of membrane potential`GO:0007585^biological_process^respiratory gaseous exchange by respiratory system`GO:0001666^biological_process^response to hypoxia`GO:0035094^biological_process^response to nicotine`GO:0006979^biological_process^response to oxidative stress`GO:0019233^biological_process^sensory perception of pain`GO:0007165^biological_process^signal transduction`GO:0007271^biological_process^synaptic transmission cholinergic	GO:0005892^cellular_component^acetylcholine-gated channel complex`GO:0030425^cellular_component^dendrite`GO:0098691^cellular_component^dopaminergic synapse`GO:0009897^cellular_component^external side of plasma membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0099056^cellular_component^integral component of presynaptic membrane`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0045202^cellular_component^synapse`GO:0042166^molecular_function^acetylcholine binding`GO:0015464^molecular_function^acetylcholine receptor activity`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0015276^molecular_function^ligand-gated ion channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0095500^biological_process^acetylcholine receptor signaling pathway`GO:0001508^biological_process^action potential`GO:0042113^biological_process^B cell activation`GO:0035095^biological_process^behavioral response to nicotine`GO:0006816^biological_process^calcium ion transport`GO:0007268^biological_process^chemical synaptic transmission`GO:0050890^biological_process^cognition`GO:0006281^biological_process^DNA repair`GO:0035640^biological_process^exploration behavior`GO:0060080^biological_process^inhibitory postsynaptic potential`GO:0034220^biological_process^ion transmembrane transport`GO:0006811^biological_process^ion transport`GO:0007626^biological_process^locomotory behavior`GO:0051899^biological_process^membrane depolarization`GO:0050877^biological_process^nervous system process`GO:0014059^biological_process^regulation of dopamine secretion`GO:0042391^biological_process^regulation of membrane potential`GO:0007585^biological_process^respiratory gaseous exchange by respiratory system`GO:0001666^biological_process^response to hypoxia`GO:0035094^biological_process^response to nicotine`GO:0006979^biological_process^response to oxidative stress`GO:0019233^biological_process^sensory perception of pain`GO:0007165^biological_process^signal transduction`GO:0007271^biological_process^synaptic transmission cholinergic	GO:0005230^molecular_function^extracellular ligand-gated ion channel activity`GO:0006811^biological_process^ion transport`GO:0016021^cellular_component^integral component of membrane	FUN_003250-T1	NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-4	K05312
OG0046641	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0004888^molecular_function^transmembrane signaling receptor activity	GO:0016021^cellular_component^integral component of membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0004888^molecular_function^transmembrane signaling receptor activity	GO:0005230^molecular_function^extracellular ligand-gated ion channel activity`GO:0006811^biological_process^ion transport`GO:0016021^cellular_component^integral component of membrane	RPACG00000013816.1	NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-2	
OG0046646							
OG0046646							
OG0046646							
OG0046646							
OG0046646	lamellibrachia	.	.	.	FUN_003587-T1	VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT	
OG0046646	riftia	.	.	.	RPACG00000030344.1	VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT	
OG0046647							
OG0046647							
OG0046647							
OG0046647							
OG0046647	lamellibrachia	.	.	.	FUN_003588-T1	EPITHELIAL MEMBRANE PROTEIN-RELATED	
OG0046647	riftia	.	.	.	RPACG00000030343.1	EPITHELIAL MEMBRANE PROTEIN-RELATED	
OG0046648							
OG0046648							
OG0046648							
OG0046648							
OG0046648	lamellibrachia	GO:0016021^cellular_component^integral component of membrane`GO:0098793^cellular_component^presynapse`GO:0032456^biological_process^endocytic recycling`GO:0016197^biological_process^endosomal transport`GO:0006909^biological_process^phagocytosis`GO:0048488^biological_process^synaptic vesicle endocytosis	GO:0016021^cellular_component^integral component of membrane`GO:0098793^cellular_component^presynapse`GO:0032456^biological_process^endocytic recycling`GO:0016197^biological_process^endosomal transport`GO:0006909^biological_process^phagocytosis`GO:0048488^biological_process^synaptic vesicle endocytosis	.	FUN_003595-T1	TRANSMEMBRANE PROTEIN KIAA1109	
OG0046648	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0098793^cellular_component^presynapse`GO:0032456^biological_process^endocytic recycling`GO:0016197^biological_process^endosomal transport`GO:0006909^biological_process^phagocytosis`GO:0001558^biological_process^regulation of cell growth`GO:0030856^biological_process^regulation of epithelial cell differentiation`GO:0048488^biological_process^synaptic vesicle endocytosis	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0098793^cellular_component^presynapse`GO:0032456^biological_process^endocytic recycling`GO:0016197^biological_process^endosomal transport`GO:0006909^biological_process^phagocytosis`GO:0001558^biological_process^regulation of cell growth`GO:0030856^biological_process^regulation of epithelial cell differentiation`GO:0048488^biological_process^synaptic vesicle endocytosis	.	RPACG00000033370.1	TRANSMEMBRANE PROTEIN KIAA1109	
OG0046649							
OG0046649							
OG0046649							
OG0046649							
OG0046649	lamellibrachia	.	.	.	FUN_003710-T1	NO HIT
OG0046649	riftia	.	.	.	RPACG00000036591.1	NO HIT
OG0046652							
OG0046652							
OG0046652							
OG0046652							
OG0046652	lamellibrachia	.	.	.	FUN_003795-T1	NO HIT
OG0046652	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0004383^molecular_function^guanylate cyclase activity`GO:0020037^molecular_function^heme binding`GO:0046872^molecular_function^metal ion binding`GO:0019934^biological_process^cGMP-mediated signaling	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0004383^molecular_function^guanylate cyclase activity`GO:0020037^molecular_function^heme binding`GO:0046872^molecular_function^metal ion binding`GO:0019934^biological_process^cGMP-mediated signaling	GO:0016849^molecular_function^phosphorus-oxygen lyase activity`GO:0009190^biological_process^cyclic nucleotide biosynthetic process`GO:0035556^biological_process^intracellular signal transduction	RPACG00000035945.1	GUANYLATE CYCLASE SOLUBLE SUBUNIT BETA-2	K12319
OG0046654							
OG0046654							
OG0046654							
OG0046654							
OG0046654	lamellibrachia	.	.	.	FUN_003956-T1	NO HIT
OG0046654	riftia	.	.	.	RPACG00000002360.1	NO HIT
OG0046659							
OG0046659							
OG0046659							
OG0046659							
OG0046659	lamellibrachia	.	.	.	FUN_004325-T1	CYCLIC NUCLEOTIDE-GATED POTASSIUM CHANNEL	
OG0046659	riftia	.	.	.	RPACG00000013992.1	CYCLIC NUCLEOTIDE-GATED POTASSIUM CHANNEL	
OG0046661							
OG0046661							
OG0046661							
OG0046661							
OG0046661	lamellibrachia	.	.	.	FUN_004404-T1	SUBFAMILY NOT NAMED	
OG0046661	riftia	.	.	.	RPACG00000014993.1	SUBFAMILY NOT NAMED	K11323
OG0046664							
OG0046664							
OG0046664							
OG0046664							
OG0046664	lamellibrachia	GO:0005730^cellular_component^nucleolus	GO:0005730^cellular_component^nucleolus	.	FUN_004563-T1	SUBFAMILY NOT NAMED	K23435
OG0046664	riftia	.	.	.	RPACG00000019410.1	YTH DOMAIN-CONTAINING PROTEIN 1 ISOFORM X1	
OG0046670							
OG0046670							
OG0046670							
OG0046670							
OG0046670	lamellibrachia	.	.	.	FUN_004969-T1	POLYCHAETOID ISOFORM O	
OG0046670	riftia	.	.	.	RPACG00000026547.1	CASPASE RECRUITMENT DOMAIN-CONTAINING PROTEIN 14	
OG0046671							
OG0046671							
OG0046671							
OG0046671							
OG0046671	lamellibrachia	.	.	.	FUN_004984-T1	NO HIT
OG0046671	riftia	.	.	.	RPACG00000031941.1	NO HIT
OG0046679							
OG0046679							
OG0046679							
OG0046679							
OG0046679	lamellibrachia	GO:0005829^cellular_component^cytosol`GO:0005768^cellular_component^endosome`GO:0000139^cellular_component^Golgi membrane`GO:0005802^cellular_component^trans-Golgi network`GO:0006895^biological_process^Golgi to endosome transport`GO:0015031^biological_process^protein transport	GO:0005829^cellular_component^cytosol`GO:0005768^cellular_component^endosome`GO:0000139^cellular_component^Golgi membrane`GO:0005802^cellular_component^trans-Golgi network`GO:0006895^biological_process^Golgi to endosome transport`GO:0015031^biological_process^protein transport	GO:0003677^molecular_function^DNA binding	FUN_005288-T1	PROTEIN DOPEY-1	
OG0046679	riftia	GO:0005829^cellular_component^cytosol`GO:0005768^cellular_component^endosome`GO:0000139^cellular_component^Golgi membrane`GO:0005802^cellular_component^trans-Golgi network`GO:0006895^biological_process^Golgi to endosome transport`GO:0015031^biological_process^protein transport	GO:0005829^cellular_component^cytosol`GO:0005768^cellular_component^endosome`GO:0000139^cellular_component^Golgi membrane`GO:0005802^cellular_component^trans-Golgi network`GO:0006895^biological_process^Golgi to endosome transport`GO:0015031^biological_process^protein transport	.	RPACG00000035115.1	DOPEY-RELATED	
OG0046687							
OG0046687							
OG0046687							
OG0046687							
OG0046687	lamellibrachia	.	.	.	FUN_005807-T1	NO HIT
OG0046687	riftia	.	.	.	RPACG00000036784.1	SUBFAMILY NOT NAMED	
OG0046696							
OG0046696							
OG0046696							
OG0046696							
OG0046696	lamellibrachia	.	.	.	FUN_006386-T1	NO HIT
OG0046696	riftia	.	.	.	RPACG00000034556.1	NO HIT
OG0046698							
OG0046698							
OG0046698							
OG0046698							
OG0046698	lamellibrachia	.	.	.	FUN_006397-T1	NO HIT
OG0046698	riftia	.	.	.	RPACG00000012477.1	NO HIT
OG0046702							
OG0046702							
OG0046702							
OG0046702							
OG0046702	lamellibrachia	GO:0034704^cellular_component^calcium channel complex`GO:0034703^cellular_component^cation channel complex`GO:0005737^cellular_component^cytoplasm`GO:0030425^cellular_component^dendrite`GO:0030426^cellular_component^growth cone`GO:0005887^cellular_component^integral component of plasma membrane`GO:0045121^cellular_component^membrane raft`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0003779^molecular_function^actin binding`GO:0042805^molecular_function^actinin binding`GO:0051117^molecular_function^ATPase binding`GO:0005262^molecular_function^calcium channel activity`GO:0030276^molecular_function^clathrin binding`GO:0070679^molecular_function^inositol 1 4 5 trisphosphate binding`GO:0015279^molecular_function^store-operated calcium channel activity`GO:0070588^biological_process^calcium ion transmembrane transport`GO:0006816^biological_process^calcium ion transport`GO:0006828^biological_process^manganese ion transport`GO:0050774^biological_process^negative regulation of dendrite morphogenesis`GO:0007399^biological_process^nervous system development`GO:0051402^biological_process^neuron apoptotic process`GO:0030182^biological_process^neuron differentiation`GO:0070782^biological_process^phosphatidylserine exposure on apoptotic cell surface`GO:0045773^biological_process^positive regulation of axon extension`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0010800^biological_process^positive regulation of peptidyl-threonine phosphorylation`GO:0051480^biological_process^regulation of cytosolic calcium ion concentration`GO:1902630^biological_process^regulation of membrane hyperpolarization	GO:0034704^cellular_component^calcium channel complex`GO:0034703^cellular_component^cation channel complex`GO:0005737^cellular_component^cytoplasm`GO:0030425^cellular_component^dendrite`GO:0030426^cellular_component^growth cone`GO:0005887^cellular_component^integral component of plasma membrane`GO:0045121^cellular_component^membrane raft`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0003779^molecular_function^actin binding`GO:0042805^molecular_function^actinin binding`GO:0051117^molecular_function^ATPase binding`GO:0005262^molecular_function^calcium channel activity`GO:0030276^molecular_function^clathrin binding`GO:0070679^molecular_function^inositol 1 4 5 trisphosphate binding`GO:0015279^molecular_function^store-operated calcium channel activity`GO:0070588^biological_process^calcium ion transmembrane transport`GO:0006816^biological_process^calcium ion transport`GO:0006828^biological_process^manganese ion transport`GO:0050774^biological_process^negative regulation of dendrite morphogenesis`GO:0007399^biological_process^nervous system development`GO:0051402^biological_process^neuron apoptotic process`GO:0030182^biological_process^neuron differentiation`GO:0070782^biological_process^phosphatidylserine exposure on apoptotic cell surface`GO:0045773^biological_process^positive regulation of axon extension`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0010800^biological_process^positive regulation of peptidyl-threonine phosphorylation`GO:0051480^biological_process^regulation of cytosolic calcium ion concentration`GO:1902630^biological_process^regulation of membrane hyperpolarization	GO:0005515^molecular_function^protein binding	FUN_006795-T1	TRANSIENT RECEPTOR POTENTIAL CHANNEL	K04967
OG0046702	riftia	GO:0034703^cellular_component^cation channel complex`GO:0032590^cellular_component^dendrite membrane`GO:0012505^cellular_component^endomembrane system`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0000139^cellular_component^Golgi membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005635^cellular_component^nuclear envelope`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0005516^molecular_function^calmodulin binding`GO:0003684^molecular_function^damaged DNA binding`GO:0019992^molecular_function^diacylglycerol binding`GO:0070679^molecular_function^inositol 1 4 5 trisphosphate binding`GO:0015279^molecular_function^store-operated calcium channel activity`GO:0007340^biological_process^acrosome reaction`GO:0070588^biological_process^calcium ion transmembrane transport`GO:0006816^biological_process^calcium ion transport`GO:0008050^biological_process^female courtship behavior`GO:0002121^biological_process^inter-male aggressive behavior`GO:0006828^biological_process^manganese ion transport`GO:0048047^biological_process^mating behavior sex discrimination`GO:1902436^biological_process^negative regulation of male mating behavior`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0051480^biological_process^regulation of cytosolic calcium ion concentration`GO:0010468^biological_process^regulation of gene expression`GO:0019236^biological_process^response to pheromone`GO:0007338^biological_process^single fertilization`GO:0000012^biological_process^single strand break repair`GO:0002124^biological_process^territorial aggressive behavior	GO:0034703^cellular_component^cation channel complex`GO:0032590^cellular_component^dendrite membrane`GO:0012505^cellular_component^endomembrane system`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0000139^cellular_component^Golgi membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005635^cellular_component^nuclear envelope`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0005516^molecular_function^calmodulin binding`GO:0003684^molecular_function^damaged DNA binding`GO:0019992^molecular_function^diacylglycerol binding`GO:0070679^molecular_function^inositol 1 4 5 trisphosphate binding`GO:0015279^molecular_function^store-operated calcium channel activity`GO:0007340^biological_process^acrosome reaction`GO:0070588^biological_process^calcium ion transmembrane transport`GO:0006816^biological_process^calcium ion transport`GO:0008050^biological_process^female courtship behavior`GO:0002121^biological_process^inter-male aggressive behavior`GO:0006828^biological_process^manganese ion transport`GO:0048047^biological_process^mating behavior sex discrimination`GO:1902436^biological_process^negative regulation of male mating behavior`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0051480^biological_process^regulation of cytosolic calcium ion concentration`GO:0010468^biological_process^regulation of gene expression`GO:0019236^biological_process^response to pheromone`GO:0007338^biological_process^single fertilization`GO:0000012^biological_process^single strand break repair`GO:0002124^biological_process^territorial aggressive behavior	GO:0005515^molecular_function^protein binding	RPACG00000011616.1	TRANSIENT RECEPTOR POTENTIAL CHANNEL	K04967
OG0046703							
OG0046703							
OG0046703							
OG0046703							
OG0046703	lamellibrachia	GO:0030424^cellular_component^axon`GO:0005930^cellular_component^axoneme`GO:0005874^cellular_component^microtubule`GO:0072686^cellular_component^mitotic spindle`GO:0043005^cellular_component^neuron projection`GO:0014069^cellular_component^postsynaptic density`GO:0008017^molecular_function^microtubule binding`GO:0051301^biological_process^cell division`GO:0051294^biological_process^establishment of spindle orientation`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0051012^biological_process^microtubule sliding`GO:0007052^biological_process^mitotic spindle organization`GO:1902856^biological_process^negative regulation of non-motile cilium assembly`GO:0031175^biological_process^neuron projection development	GO:0030424^cellular_component^axon`GO:0005930^cellular_component^axoneme`GO:0005874^cellular_component^microtubule`GO:0072686^cellular_component^mitotic spindle`GO:0043005^cellular_component^neuron projection`GO:0014069^cellular_component^postsynaptic density`GO:0008017^molecular_function^microtubule binding`GO:0051301^biological_process^cell division`GO:0051294^biological_process^establishment of spindle orientation`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0051012^biological_process^microtubule sliding`GO:0007052^biological_process^mitotic spindle organization`GO:1902856^biological_process^negative regulation of non-motile cilium assembly`GO:0031175^biological_process^neuron projection development	GO:0015631^molecular_function^tubulin binding	FUN_006836-T1	MICROTUBULE-ASSOCIATED PROTEIN	K04380
OG0046703	riftia	GO:0015629^cellular_component^actin cytoskeleton`GO:0150014^cellular_component^apical distal dendrite`GO:0030424^cellular_component^axon`GO:0043203^cellular_component^axon hillock`GO:0043194^cellular_component^axon initial segment`GO:0097441^cellular_component^basal dendrite`GO:0097442^cellular_component^CA3 pyramidal cell dendrite`GO:0044297^cellular_component^cell body`GO:0005737^cellular_component^cytoplasm`GO:0030425^cellular_component^dendrite`GO:0032839^cellular_component^dendrite cytoplasm`GO:0044307^cellular_component^dendritic branch`GO:1902737^cellular_component^dendritic filopodium`GO:0044294^cellular_component^dendritic growth cone`GO:0043198^cellular_component^dendritic shaft`GO:0150002^cellular_component^distal dendrite`GO:0005874^cellular_component^microtubule`GO:0015630^cellular_component^microtubule cytoskeleton`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0034399^cellular_component^nuclear periphery`GO:0014069^cellular_component^postsynaptic density`GO:0150001^cellular_component^primary dendrite`GO:0032991^cellular_component^protein-containing complex`GO:1990635^cellular_component^proximal dendrite`GO:1990769^cellular_component^proximal neuron projection`GO:0005791^cellular_component^rough endoplasmic reticulum`GO:0032587^cellular_component^ruffle membrane`GO:0005790^cellular_component^smooth endoplasmic reticulum`GO:0003779^molecular_function^actin binding`GO:0005516^molecular_function^calmodulin binding`GO:0002162^molecular_function^dystroglycan binding`GO:0008017^molecular_function^microtubule binding`GO:0019901^molecular_function^protein kinase binding`GO:0007409^biological_process^axonogenesis`GO:0071310^biological_process^cellular response to organic substance`GO:0021954^biological_process^central nervous system neuron development`GO:0016358^biological_process^dendrite development`GO:0048813^biological_process^dendrite morphogenesis`GO:0030010^biological_process^establishment of cell polarity`GO:0001578^biological_process^microtubule bundle formation`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0030517^biological_process^negative regulation of axon extension`GO:1904527^biological_process^negative regulation of microtubule binding`GO:0007026^biological_process^negative regulation of microtubule depolymerization`GO:2000575^biological_process^negative regulation of microtubule motor activity`GO:0031115^biological_process^negative regulation of microtubule polymerization`GO:0031175^biological_process^neuron projection development`GO:1901953^biological_process^positive regulation of anterograde dense core granule transport`GO:1903744^biological_process^positive regulation of anterograde synaptic vesicle transport`GO:1903827^biological_process^regulation of cellular protein localization`GO:1902513^biological_process^regulation of organelle transport along microtubule`GO:0032355^biological_process^response to estradiol`GO:0032570^biological_process^response to progesterone	GO:0015629^cellular_component^actin cytoskeleton`GO:0150014^cellular_component^apical distal dendrite`GO:0030424^cellular_component^axon`GO:0043203^cellular_component^axon hillock`GO:0043194^cellular_component^axon initial segment`GO:0097441^cellular_component^basal dendrite`GO:0097442^cellular_component^CA3 pyramidal cell dendrite`GO:0044297^cellular_component^cell body`GO:0005737^cellular_component^cytoplasm`GO:0030425^cellular_component^dendrite`GO:0032839^cellular_component^dendrite cytoplasm`GO:0044307^cellular_component^dendritic branch`GO:1902737^cellular_component^dendritic filopodium`GO:0044294^cellular_component^dendritic growth cone`GO:0043198^cellular_component^dendritic shaft`GO:0150002^cellular_component^distal dendrite`GO:0005874^cellular_component^microtubule`GO:0015630^cellular_component^microtubule cytoskeleton`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0034399^cellular_component^nuclear periphery`GO:0014069^cellular_component^postsynaptic density`GO:0150001^cellular_component^primary dendrite`GO:0032991^cellular_component^protein-containing complex`GO:1990635^cellular_component^proximal dendrite`GO:1990769^cellular_component^proximal neuron projection`GO:0005791^cellular_component^rough endoplasmic reticulum`GO:0032587^cellular_component^ruffle membrane`GO:0005790^cellular_component^smooth endoplasmic reticulum`GO:0003779^molecular_function^actin binding`GO:0005516^molecular_function^calmodulin binding`GO:0002162^molecular_function^dystroglycan binding`GO:0008017^molecular_function^microtubule binding`GO:0019901^molecular_function^protein kinase binding`GO:0007409^biological_process^axonogenesis`GO:0071310^biological_process^cellular response to organic substance`GO:0021954^biological_process^central nervous system neuron development`GO:0016358^biological_process^dendrite development`GO:0048813^biological_process^dendrite morphogenesis`GO:0030010^biological_process^establishment of cell polarity`GO:0001578^biological_process^microtubule bundle formation`GO:0000226^biological_process^microtubule cytoskeleton organization`GO:0030517^biological_process^negative regulation of axon extension`GO:1904527^biological_process^negative regulation of microtubule binding`GO:0007026^biological_process^negative regulation of microtubule depolymerization`GO:2000575^biological_process^negative regulation of microtubule motor activity`GO:0031115^biological_process^negative regulation of microtubule polymerization`GO:0031175^biological_process^neuron projection development`GO:1901953^biological_process^positive regulation of anterograde dense core granule transport`GO:1903744^biological_process^positive regulation of anterograde synaptic vesicle transport`GO:1903827^biological_process^regulation of cellular protein localization`GO:1902513^biological_process^regulation of organelle transport along microtubule`GO:0032355^biological_process^response to estradiol`GO:0032570^biological_process^response to progesterone	GO:0015631^molecular_function^tubulin binding	RPACG00000026328.1	MICROTUBULE-ASSOCIATED PROTEIN TAU	K04380
OG0046709							
OG0046709							
OG0046709							
OG0046709							
OG0046709	lamellibrachia	GO:0002080^cellular_component^acrosomal membrane`GO:0042995^cellular_component^cell projection`GO:0016021^cellular_component^integral component of membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043204^cellular_component^perikaryon`GO:0055056^molecular_function^D-glucose transmembrane transporter activity`GO:0033300^molecular_function^dehydroascorbic acid transmembrane transporter activity`GO:0005536^molecular_function^glucose binding`GO:0005355^molecular_function^glucose transmembrane transporter activity`GO:1904659^biological_process^glucose transmembrane transport	GO:0002080^cellular_component^acrosomal membrane`GO:0042995^cellular_component^cell projection`GO:0016021^cellular_component^integral component of membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043204^cellular_component^perikaryon`GO:0055056^molecular_function^D-glucose transmembrane transporter activity`GO:0033300^molecular_function^dehydroascorbic acid transmembrane transporter activity`GO:0005536^molecular_function^glucose binding`GO:0005355^molecular_function^glucose transmembrane transporter activity`GO:1904659^biological_process^glucose transmembrane transport	GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane`GO:0022857^molecular_function^transmembrane transporter activity	FUN_006973-T1	FAMILY NOT NAMED	K07299
